Time (s),Temperaturee (°C)
6.125,106.2
6.137,106.4
6.15,106.1
6.162,106.2
6.175,105.9
6.187,105.9
6.2,105.8
6.212,105.6
6.225,105.3
6.237,105.2
6.25,105.1
6.262,105.1
6.275,104.8
6.287,105.0
6.3,104.9
6.312,104.8
6.325,105.0
6.337,104.8
6.35,104.6
6.362,104.3
6.375,104.4
6.387,104.3
6.4,104.0
6.412,104.4
6.425,103.9
6.437,103.1
6.45,103.1
6.462,103.3
6.475,103.1
6.487,102.8
6.5,103.0
6.512,102.7
6.525,102.4
6.537,102.6
6.55,102.3
6.562,102.3
6.575,102.2
6.587,102.2
6.6,102.2
6.612,101.9
6.625,102.0
6.637,101.9
6.65,101.7
6.662,101.9
6.675,101.5
6.687,101.7
6.7,101.7
6.712,101.5
6.725,101.5
6.737,101.3
6.75,101.3
6.762,101.1
6.775,101.1
6.787,100.8
6.8,101.1
6.812,100.8
6.825,100.7
6.837,100.6
6.85,100.3
6.862,100.2
6.875,100.1
6.887,100.1
6.9,100.0
6.912,100.1
6.925,100.3
6.937,100.1
6.95,99.6
6.962,99.8
6.975,99.7
6.987,99.5
7.0,99.4
7.012,99.7
7.025,99.4
7.037,99.2
7.05,99.4
7.062,99.2
7.075,99.1
7.087,99.1
7.1,99.0
7.112,98.8
7.125,98.6
7.137,98.6
7.15,98.7
7.162,98.5
7.175,98.6
7.187,98.5
7.2,98.3
7.212,98.3
7.225,98.1
7.237,98.2
7.25,98.1
7.262,98.0
7.275,97.7
7.287,97.7
7.3,97.8
