Time (s),Temperaturee (°C)
1.962,113.2
1.975,112.5
1.987,112.2
2.0,112.1
2.012,111.6
2.025,111.3
2.037,110.9
2.05,110.2
2.062,110.2
2.075,109.5
2.087,109.5
2.1,109.0
2.112,108.5
2.125,108.1
2.137,107.9
2.15,107.4
2.162,107.3
2.175,106.8
2.187,106.7
2.2,106.2
2.212,106.3
2.225,105.7
2.237,105.2
2.25,104.9
2.262,105.0
2.275,104.3
2.287,103.9
2.3,103.9
2.312,103.4
2.325,103.2
2.337,103.0
2.35,102.6
2.362,102.2
2.375,102.0
2.387,102.0
2.4,101.5
2.412,101.1
2.425,101.1
2.437,100.5
2.45,100.7
2.462,100.2
2.475,100.0
2.487,99.7
2.5,99.5
2.512,99.1
2.525,98.8
2.537,98.8
2.55,98.3
2.562,98.1
2.575,98.1
2.587,97.6
2.6,97.7
2.612,97.0
2.625,96.9
2.637,96.7
2.65,96.3
2.662,96.0
2.675,95.9
2.687,95.7
2.7,95.9
2.712,95.3
2.725,95.0
2.737,95.0
2.75,94.9
2.762,94.8
2.775,94.5
2.787,94.4
2.8,94.0
2.812,93.6
2.825,93.6
2.837,93.1
2.85,93.1
2.862,92.7
2.875,92.7
2.887,92.8
2.9,92.4
2.912,92.3
2.925,92.0
2.937,91.6
2.95,91.1
2.962,91.2
2.975,90.8
2.987,90.7
3.0,90.5
3.012,90.5
3.025,90.1
3.037,89.9
3.05,89.8
3.062,89.6
3.075,89.3
3.087,89.3
3.1,88.9
3.112,88.8
3.125,88.4
3.137,88.2
3.15,88.2
3.162,88.1
3.175,87.9
3.187,87.9
3.2,87.7
3.212,87.5
3.225,87.3
3.237,87.2
3.25,87.1
3.262,86.9
3.275,86.7
3.287,86.5
3.3,86.7
3.312,86.1
3.325,86.2
3.337,85.9
3.35,85.9
3.362,85.8
3.375,85.9
3.387,85.7
3.4,85.5
3.412,85.1
3.425,84.9
3.437,85.0
3.45,84.9
3.462,84.7
3.475,84.3
3.487,84.0
3.5,84.3
3.512,84.0
3.525,83.7
3.537,84.0
3.55,83.6
3.562,83.3
3.575,83.4
3.587,83.3
3.6,83.4
3.612,82.9
3.625,82.9
3.637,83.0
3.65,82.9
3.662,82.3
3.675,82.5
3.687,82.5
3.7,82.0
3.712,82.3
3.725,82.0
3.737,80.5
3.75,80.5
3.762,80.3
3.775,80.5
3.787,80.3
3.8,80.0
3.812,80.0
3.825,80.0
3.837,79.7
3.85,79.6
3.862,79.9
3.875,79.5
3.887,79.6
3.9,79.3
3.912,79.0
3.925,78.9
3.937,78.9
3.95,78.9
3.962,78.7
3.975,78.6
3.987,78.6
4.0,78.5
4.012,78.5
4.025,78.5
4.037,78.3
4.05,78.2
4.062,78.0
4.075,77.9
4.087,77.9
4.1,77.7
4.112,77.4
4.125,77.6
4.137,77.4
4.15,77.6
4.162,77.2
4.175,76.9
4.187,77.0
4.2,77.0
4.212,76.7
4.225,76.9
4.237,76.7
4.25,76.5
4.262,76.4
4.275,76.2
4.287,76.4
4.3,76.5
4.312,76.1
4.325,75.8
4.337,75.9
4.35,75.8
4.362,75.8
4.375,75.8
4.387,75.3
4.4,75.2
4.412,75.8
4.425,75.3
4.437,75.2
4.45,74.7
4.462,74.7
4.475,74.7
4.487,74.7
4.5,74.6
4.512,74.6
4.525,74.3
4.537,74.6
4.55,74.3
4.562,74.1
4.575,74.0
4.587,74.0
4.6,74.0
