Time (s),Temperaturee (°C)
2.6,85.7
2.612,85.5
2.625,85.4
2.637,85.1
2.65,84.9
2.662,84.7
2.675,84.4
2.687,84.3
2.7,84.3
2.712,84.1
2.725,84.0
2.737,84.0
2.75,83.4
2.762,83.4
2.775,83.1
2.787,83.3
2.8,83.0
2.812,83.0
2.825,82.7
2.837,82.3
2.85,82.5
2.862,82.0
2.875,82.6
2.887,82.0
2.9,81.4
2.912,81.6
2.925,81.3
2.937,81.4
2.95,81.4
2.962,80.9
2.975,80.6
2.987,80.8
3.0,80.5
3.012,80.3
3.025,80.3
3.037,79.9
3.05,79.7
3.062,79.7
3.075,79.7
3.087,79.7
3.1,79.5
3.112,79.3
3.125,79.0
3.137,79.2
3.15,79.0
3.162,79.0
3.175,78.7
3.187,78.6
3.2,78.6
3.212,78.5
3.225,78.3
3.237,78.3
3.25,78.0
3.262,77.9
3.275,77.9
3.287,78.0
3.3,77.3
3.312,77.2
3.325,77.0
3.337,77.0
3.35,77.3
3.362,77.0
3.375,77.0
3.387,76.9
3.4,76.7
3.412,76.1
3.425,76.2
3.437,76.2
3.45,75.8
3.462,75.6
3.475,75.6
3.487,75.6
3.5,75.5
3.512,75.8
3.525,75.3
3.537,75.0
3.55,75.0
3.562,74.9
3.575,74.9
3.587,74.9
3.6,74.6
3.612,74.7
3.625,74.9
3.637,74.6
3.65,74.3
3.662,74.1
3.675,74.3
3.687,73.8
3.7,74.1
3.712,74.0
3.725,73.7
3.737,73.4
3.75,73.7
3.762,73.4
3.775,73.7
3.787,73.1
3.8,73.4
3.812,72.8
3.825,72.6
3.837,72.8
3.85,72.6
3.862,72.4
3.875,72.3
3.887,72.6
3.9,72.1
3.912,72.3
3.925,72.3
3.937,72.1
3.95,72.3
3.962,71.7
3.975,71.8
3.987,71.5
4.0,71.3
4.012,71.3
4.025,71.3
4.037,71.2
4.05,71.0
4.062,71.2
4.075,70.7
4.087,70.7
4.1,71.3
4.112,70.6
4.125,70.9
4.137,70.5
4.15,70.5
4.162,70.5
4.175,70.5
4.187,70.5
4.2,70.5
4.212,70.3
4.225,70.3
4.237,69.8
4.25,69.8
4.262,70.0
4.275,70.0
4.287,69.8
4.3,69.7
4.312,69.4
4.325,69.2
4.337,69.4
4.35,69.2
4.362,68.7
4.375,69.2
4.387,69.2
4.4,68.7
4.412,68.7
4.425,68.6
4.437,68.6
4.45,68.7
4.462,68.6
