Time (min),Temperature (°C),Heat Flow (W/g)
114.79,154.97,-0.0057773647
114.79,154.97,-0.0057763495
114.8,154.97,-0.0057755880
114.8,154.97,-0.0057750340
114.8,154.97,-0.0057742028
114.8,154.97,-0.0057742839
114.8,154.97,-0.0057751417
114.8,154.97,-0.0057759056
114.8,154.97,-0.0057756839
114.81,154.97,-0.0057754416
114.81,154.97,-0.0057751360
114.81,154.97,-0.0057753515
114.81,154.97,-0.0057751293
114.81,154.97,-0.0057769294
114.81,154.97,-0.0057774153
114.82,154.97,-0.0057790070
114.82,154.97,-0.0057811995
114.82,154.97,-0.0057837033
114.82,154.97,-0.0057851086
114.82,154.97,-0.0057859020
114.83,154.97,-0.0057850528
114.83,154.97,-0.0057837834
114.83,154.97,-0.0057826195
114.83,154.97,-0.0057812738
114.83,154.97,-0.0057806406
114.83,154.97,-0.0057781968
114.84,154.97,-0.0057766185
114.84,154.97,-0.0057744579
114.84,154.97,-0.0057739954
114.84,154.97,-0.0057738709
114.84,154.97,-0.0057744303
114.84,154.97,-0.0057727628
114.85,154.97,-0.0057715034
114.85,154.97,-0.0057712474
114.85,154.97,-0.0057710781
114.85,154.97,-0.0057727070
114.85,154.97,-0.0057744246
114.85,154.97,-0.0057755880
114.85,154.97,-0.0057757516
114.86,154.97,-0.0057757344
114.86,154.97,-0.0057760282
114.86,154.97,-0.0057771182
114.86,154.97,-0.0057775807
114.86,154.97,-0.0057779241
114.86,154.97,-0.0057788262
114.87,154.97,-0.0057802725
114.87,154.97,-0.0057811136
114.87,154.97,-0.0057813172
114.87,154.97,-0.0057808762
114.87,154.97,-0.0057797503
114.88,154.97,-0.0057787104
114.88,154.97,-0.0057782841
114.88,154.97,-0.0057773461
114.88,154.97,-0.0057761936
114.88,154.97,-0.0057769766
114.88,154.97,-0.0057780528
114.89,154.97,-0.0057792649
114.89,154.97,-0.0057810369
114.89,154.97,-0.0057810988
114.89,154.97,-0.0057812839
114.89,154.97,-0.0057821417
114.89,154.97,-0.0057837381
114.9,154.97,-0.0057850399
114.9,154.97,-0.0057847080
114.9,154.97,-0.0057845302
114.9,154.97,-0.0057839389
114.9,154.97,-0.0057833085
114.9,154.97,-0.0057841125
114.9,154.97,-0.0057833457
114.91,154.97,-0.0057820749
114.91,154.97,-0.0057812805
114.91,154.97,-0.0057807660
114.91,154.97,-0.0057821097
114.91,154.97,-0.0057841520
114.91,154.97,-0.0057856045
114.92,154.97,-0.0057866211
114.92,154.97,-0.0057864399
114.92,154.97,-0.0057870402
114.92,154.97,-0.0057872272
114.92,154.97,-0.0057869253
114.93,154.97,-0.0057883034
114.93,154.97,-0.0057884617
114.93,154.97,-0.0057890272
114.93,154.97,-0.0057900686
114.93,154.97,-0.0057914786
114.93,154.97,-0.0057919321
114.94,154.97,-0.0057931571
114.94,154.97,-0.0057942286
114.94,154.97,-0.0057945910
114.94,154.97,-0.0057946467
114.94,154.97,-0.0057952781
114.94,154.97,-0.0057964082
114.95,154.97,-0.0057981119
114.95,154.97,-0.0057990756
114.95,154.97,-0.0058006330
114.95,154.97,-0.0058032513
114.95,154.97,-0.0058057890
114.95,154.97,-0.0058072953
114.95,154.97,-0.0058076029
114.96,154.97,-0.0058070025
114.96,154.97,-0.0058067102
114.96,154.97,-0.0058055911
114.96,154.97,-0.0058057399
114.96,154.97,-0.0058057532
114.96,154.97,-0.0058057976
114.97,154.97,-0.0058068199
114.97,154.97,-0.0058078818
114.97,154.97,-0.0058085666
114.97,154.97,-0.0058090248
114.97,154.97,-0.0058099079
114.98,154.97,-0.0058098063
114.98,154.97,-0.0058088088
114.98,154.97,-0.0058076410
114.98,154.97,-0.0058056149
114.98,154.97,-0.0058036032
114.98,154.97,-0.0058027668
114.99,154.97,-0.0058030267
114.99,154.97,-0.0058033905
114.99,154.97,-0.0058043933
114.99,154.97,-0.0058059912
114.99,154.97,-0.0058063459
114.99,154.97,-0.0058057089
115,154.97,-0.0058050442
115,154.97,-0.0058035131
115,154.97,-0.0058010716
115,154.97,-0.0057993355
115,154.97,-0.0057971525
115,154.97,-0.0057949319
115,154.97,-0.0057941771
115.01,154.97,-0.0057962384
115.01,154.97,-0.0057987275
115.01,154.97,-0.0058007402
115.01,154.97,-0.0058026066
115.01,154.97,-0.0058035588
115.01,154.97,-0.0058053212
115.02,154.97,-0.0058061900
115.02,154.97,-0.0058067541
115.02,154.97,-0.0058068814
115.02,154.97,-0.0058067465
115.02,154.97,-0.0058058267
115.03,154.97,-0.0058041391
115.03,154.97,-0.0058037453
115.03,154.97,-0.0058038611
115.03,154.97,-0.0058047967
115.03,154.97,-0.0058061757
115.03,154.97,-0.0058069181
115.04,154.97,-0.0058076625
115.04,154.97,-0.0058079643
115.04,154.97,-0.0058073339
115.04,154.97,-0.0058068819
115.04,154.97,-0.0058053541
115.04,154.97,-0.0058046689
115.05,154.97,-0.0058044848
115.05,154.97,-0.0058038778
115.05,154.97,-0.0058026719
115.05,154.97,-0.0058022408
115.05,154.97,-0.0058012934
115.05,154.97,-0.0058003631
115.05,154.97,-0.0058004069
115.06,154.97,-0.0058006477
115.06,154.97,-0.0058005352
115.06,154.97,-0.0057999568
115.06,154.97,-0.0058005414
115.06,154.97,-0.0058006315
115.06,154.97,-0.0058003798
115.07,154.97,-0.0058000178
115.07,154.97,-0.0058002305
115.07,154.97,-0.0058017044
115.07,154.97,-0.0058021441
115.07,154.97,-0.0058022761
115.08,154.97,-0.0058021846
115.08,154.97,-0.0058026333
115.08,154.97,-0.0058027134
115.08,154.97,-0.0058029094
115.08,154.97,-0.0058023796
115.08,154.97,-0.0058006902
115.09,154.97,-0.0057981620
115.09,154.97,-0.0057955089
115.09,154.97,-0.0057932630
115.09,154.97,-0.0057897387
115.09,154.97,-0.0057862492
115.09,154.97,-0.0057821832
115.1,154.97,-0.0057792368
115.1,154.97,-0.0057785406
115.1,154.97,-0.0057783198
115.1,154.97,-0.0057784142
115.1,154.97,-0.0057789783
115.1,154.97,-0.0057798653
115.1,154.97,-0.0057813811
115.11,154.97,-0.0057828417
115.11,154.97,-0.0057842650
115.11,154.97,-0.0057858510
115.11,154.97,-0.0057871332
115.11,154.97,-0.0057878852
115.11,154.97,-0.0057882652
115.12,154.97,-0.0057882180
115.12,154.97,-0.0057884469
115.12,154.97,-0.0057880106
115.12,154.97,-0.0057883940
115.12,154.97,-0.0057884960
115.13,154.97,-0.0057875881
115.13,154.97,-0.0057858481
115.13,154.97,-0.0057844367
115.13,154.97,-0.0057834482
115.13,154.97,-0.0057817874
115.13,154.97,-0.0057797241
115.14,154.97,-0.0057775722
115.14,154.97,-0.0057761083
115.14,154.97,-0.0057750850
115.14,154.97,-0.0057738953
115.14,154.97,-0.0057740231
115.14,154.97,-0.0057742782
115.15,154.97,-0.0057737360
115.15,154.97,-0.0057727218
115.15,154.97,-0.0057733383
115.15,154.97,-0.0057747245
115.15,154.97,-0.0057765818
115.15,154.97,-0.0057775836
115.15,154.97,-0.0057784476
115.16,154.97,-0.0057785926
115.16,154.97,-0.0057795200
115.16,154.97,-0.0057799678
115.16,154.97,-0.0057807946
115.16,154.97,-0.0057816148
115.16,154.97,-0.0057818179
115.17,154.97,-0.0057822919
115.17,154.97,-0.0057837639
115.17,154.97,-0.0057858534
115.17,154.97,-0.0057868180
115.17,154.97,-0.0057876816
115.18,154.97,-0.0057882624
115.18,154.97,-0.0057884283
115.18,154.97,-0.0057876697
115.18,154.97,-0.0057865133
115.18,154.97,-0.0057856784
115.18,154.97,-0.0057860651
115.19,154.97,-0.0057863235
115.19,154.97,-0.0057858901
115.19,154.97,-0.0057866049
115.19,154.97,-0.0057863078
115.19,154.97,-0.0057859268
115.19,154.97,-0.0057862301
115.2,154.97,-0.0057876024
115.2,154.97,-0.0057887259
115.2,154.97,-0.0057892270
115.2,154.97,-0.0057892680
115.2,154.97,-0.0057898793
115.2,154.97,-0.0057911310
115.2,154.97,-0.0057909799
115.21,154.97,-0.0057908654
115.21,154.97,-0.0057894197
115.21,154.97,-0.0057886915
115.21,154.97,-0.0057878404
115.21,154.97,-0.0057874112
115.21,154.97,-0.0057875428
115.22,154.97,-0.0057874885
115.22,154.97,-0.0057889280
115.22,154.97,-0.0057900429
115.22,154.97,-0.0057909617
115.22,154.97,-0.0057927551
115.23,154.97,-0.0057945585
115.23,154.97,-0.0057967224
115.23,154.97,-0.0057995062
115.23,154.97,-0.0058011270
115.23,154.97,-0.0058024125
115.23,154.97,-0.0058031645
115.24,154.97,-0.0058028898
115.24,154.97,-0.0058038335
115.24,154.97,-0.0058043060
115.24,154.97,-0.0058043699
115.24,154.97,-0.0058039627
115.24,154.97,-0.0058027115
115.25,154.97,-0.0058020883
115.25,154.97,-0.0058019085
115.25,154.97,-0.0058016405
115.25,154.97,-0.0058015585
115.25,154.97,-0.0058023520
115.25,154.97,-0.0058033690
115.25,154.97,-0.0058035460
115.26,154.97,-0.0058047152
115.26,154.97,-0.0058070745
115.26,154.97,-0.0058095484
115.26,154.97,-0.0058127584
115.26,154.97,-0.0058143840
115.26,154.97,-0.0058149700
115.27,154.97,-0.0058152266
115.27,154.97,-0.0058158979
115.27,154.97,-0.0058150501
115.27,154.97,-0.0058137150
115.27,154.97,-0.0058123870
115.28,154.97,-0.0058113222
115.28,154.97,-0.0058104033
115.28,154.97,-0.0058088531
115.28,154.97,-0.0058080382
115.28,154.97,-0.0058075089
115.28,154.97,-0.0058074803
115.29,154.97,-0.0058066382
115.29,154.97,-0.0058064342
115.29,154.97,-0.0058053398
115.29,154.97,-0.0058042035
115.29,154.97,-0.0058032660
115.29,154.97,-0.0058032036
115.3,154.97,-0.0058028245
115.3,154.97,-0.0058028388
115.3,154.97,-0.0058042488
115.3,154.97,-0.0058053513
115.3,154.97,-0.0058062749
115.3,154.97,-0.0058075948
115.3,154.97,-0.0058095098
115.31,154.97,-0.0058118391
115.31,154.97,-0.0058140993
115.31,154.97,-0.0058164349
115.31,154.97,-0.0058172040
115.31,154.97,-0.0058176141
115.31,154.97,-0.0058170333
115.32,154.97,-0.0058160601
115.32,154.97,-0.0058157043
115.32,154.97,-0.0058151312
115.32,154.97,-0.0058163061
115.32,154.97,-0.0058163986
115.33,154.97,-0.0058155947
115.33,154.97,-0.0058135200
115.33,154.97,-0.0058119712
115.33,154.97,-0.0058100219
115.33,154.97,-0.0058077378
115.33,154.97,-0.0058044610
115.34,154.97,-0.0058018770
115.34,154.97,-0.0058008966
115.34,154.97,-0.0058002267
115.34,154.97,-0.0058029304
115.34,154.97,-0.0058051529
115.34,154.97,-0.0058072500
115.35,154.97,-0.0058087330
115.35,154.97,-0.0058097634
115.35,154.97,-0.0058096800
115.35,154.97,-0.0058090653
115.35,154.97,-0.0058077192
115.35,154.97,-0.0058057961
115.35,154.97,-0.0058046560
115.36,154.97,-0.0058033113
115.36,154.97,-0.0058028669
115.36,154.97,-0.0058028216
115.36,154.97,-0.0058024240
115.36,154.97,-0.0058022847
115.36,154.97,-0.0058017840
115.37,154.97,-0.0058013473
115.37,154.97,-0.0058018775
115.37,154.97,-0.0058019624
115.37,154.97,-0.0058028483
115.37,154.97,-0.0058030481
115.38,154.97,-0.0058024659
115.38,154.97,-0.0058014765
115.38,154.97,-0.0058015761
115.38,154.97,-0.0058020148
115.38,154.97,-0.0058030334
115.38,154.97,-0.0058035216
115.39,154.97,-0.0058036122
115.39,154.97,-0.0058040490
115.39,154.97,-0.0058051076
115.39,154.97,-0.0058059182
115.39,154.97,-0.0058061509
115.39,154.97,-0.0058059239
115.4,154.97,-0.0058052273
115.4,154.97,-0.0058044996
115.4,154.97,-0.0058043389
115.4,154.97,-0.0058042440
115.4,154.97,-0.0058028183
115.4,154.97,-0.0058023472
115.4,154.97,-0.0058022671
115.41,154.97,-0.0058038859
115.41,154.97,-0.0058049259
115.41,154.97,-0.0058065071
115.41,154.97,-0.0058075972
115.41,154.97,-0.0058076949
115.41,154.97,-0.0058079028
115.42,154.97,-0.0058076477
115.42,154.97,-0.0058075867
115.42,154.97,-0.0058069406
115.42,154.97,-0.0058060923
115.42,154.97,-0.0058057222
115.43,154.97,-0.0058062477
115.43,154.97,-0.0058070064
115.43,154.97,-0.0058065453
115.43,154.97,-0.0058062577
115.43,154.97,-0.0058065109
115.43,154.97,-0.0058066010
115.44,154.97,-0.0058063307
115.44,154.97,-0.0058065085
115.44,154.97,-0.0058065014
115.44,154.97,-0.0058061056
115.44,154.97,-0.0058058729
115.44,154.97,-0.0058059125
115.45,154.97,-0.0058053756
115.45,154.97,-0.0058040514
115.45,154.97,-0.0058031597
115.45,154.97,-0.0058021698
115.45,154.97,-0.0058010058
115.45,154.97,-0.0058003879
115.45,154.97,-0.0057992978
115.46,154.97,-0.0057989969
115.46,154.97,-0.0057997465
115.46,154.97,-0.0058005147
115.46,154.97,-0.0058010888
115.46,154.97,-0.0058010840
115.46,154.97,-0.0057997622
115.47,154.97,-0.0057978382
115.47,154.97,-0.0057959323
115.47,154.97,-0.0057946839
115.47,154.97,-0.0057937884
115.47,154.97,-0.0057934661
115.48,154.97,-0.0057936034
115.48,154.97,-0.0057928495
115.48,154.97,-0.0057927547
115.48,154.97,-0.0057935195
115.48,154.97,-0.0057945499
115.48,154.97,-0.0057953663
115.49,154.97,-0.0057957072
115.49,154.97,-0.0057955666
115.49,154.97,-0.0057958918
115.49,154.97,-0.0057958636
115.49,154.97,-0.0057967424
115.49,154.97,-0.0057976723
115.5,154.97,-0.0057983513
115.5,154.97,-0.0057986035
115.5,154.97,-0.0057993126
115.5,154.97,-0.0057994924
115.5,154.97,-0.0057990661
115.5,154.97,-0.0057999349
115.5,154.97,-0.0057988210
115.51,154.97,-0.0057972031
115.51,154.97,-0.0057960205
115.51,154.97,-0.0057946539
115.51,154.97,-0.0057937932
115.51,154.97,-0.0057927680
115.51,154.97,-0.0057921081
115.52,154.97,-0.0057923632
115.52,154.97,-0.0057924361
115.52,154.97,-0.0057917686
115.52,154.97,-0.0057912259
115.52,154.97,-0.0057908950
115.53,154.97,-0.0057902455
115.53,154.97,-0.0057905078
115.53,154.97,-0.0057900252
115.53,154.97,-0.0057899117
115.53,154.97,-0.0057909880
115.53,154.97,-0.0057921610
115.54,154.97,-0.0057929988
115.54,154.97,-0.0057919693
115.54,154.97,-0.0057901716
115.54,154.97,-0.0057892289
115.54,154.97,-0.0057878013
115.54,154.97,-0.0057875190
115.55,154.97,-0.0057874799
115.55,154.97,-0.0057876177
115.55,154.97,-0.0057878189
115.55,154.97,-0.0057884221
115.55,154.97,-0.0057887053
115.55,154.97,-0.0057887821
115.55,154.97,-0.0057884045
115.56,154.97,-0.0057873678
115.56,154.97,-0.0057860165
115.56,154.97,-0.0057863827
115.56,154.97,-0.0057869797
115.56,154.97,-0.0057877107
115.56,154.97,-0.0057881951
115.57,154.97,-0.0057883587
115.57,154.97,-0.0057879381
115.57,154.97,-0.0057886186
115.57,154.97,-0.0057886739
115.57,154.97,-0.0057892771
115.58,154.97,-0.0057876520
115.58,154.97,-0.0057868114
115.58,154.97,-0.0057874560
115.58,154.97,-0.0057877388
115.58,154.97,-0.0057877040
115.58,154.97,-0.0057876916
115.59,154.97,-0.0057869701
115.59,154.97,-0.0057862515
115.59,154.97,-0.0057873116
115.59,154.97,-0.0057885485
115.59,154.97,-0.0057890782
115.59,154.97,-0.0057883587
115.6,154.97,-0.0057885265
115.6,154.97,-0.0057896113
115.6,154.97,-0.0057906318
115.6,154.97,-0.0057928023
115.6,154.97,-0.0057939768
115.6,154.97,-0.0057936425
115.6,154.97,-0.0057921948
115.61,154.97,-0.0057910061
115.61,154.97,-0.0057900791
115.61,154.97,-0.0057895584
115.61,154.97,-0.0057877102
115.61,154.97,-0.0057864566
115.61,154.97,-0.0057862368
115.62,154.97,-0.0057867365
115.62,154.97,-0.0057877331
115.62,154.97,-0.0057886319
115.62,154.97,-0.0057892313
115.62,154.97,-0.0057895904
115.63,154.97,-0.0057900801
115.63,154.97,-0.0057907958
115.63,154.97,-0.0057912521
115.63,154.97,-0.0057914691
115.63,154.97,-0.0057908936
115.63,154.97,-0.0057912040
115.64,154.97,-0.0057908001
115.64,154.97,-0.0057900500
115.64,154.97,-0.0057877235
115.64,154.97,-0.0057846274
115.64,154.97,-0.0057829847
115.64,154.97,-0.0057809463
115.65,154.97,-0.0057796702
115.65,154.97,-0.0057791796
115.65,154.97,-0.0057796597
115.65,154.97,-0.0057798691
115.65,154.97,-0.0057803497
115.65,154.97,-0.0057814240
115.65,154.97,-0.0057828946
115.66,154.97,-0.0057839513
115.66,154.97,-0.0057840815
115.66,154.97,-0.0057832508
115.66,154.97,-0.0057820549
115.66,154.97,-0.0057789969
115.66,154.97,-0.0057759013
115.67,154.97,-0.0057738266
115.67,154.97,-0.0057720642
115.67,154.97,-0.0057705517
115.67,154.97,-0.0057689571
115.67,154.97,-0.0057685919
115.68,154.97,-0.0057693901
115.68,154.97,-0.0057685423
115.68,154.97,-0.0057676253
115.68,154.97,-0.0057685704
115.68,154.97,-0.0057681942
115.68,154.97,-0.0057678914
115.69,154.97,-0.0057671204
115.69,154.97,-0.0057667065
115.69,154.97,-0.0057669678
115.69,154.97,-0.0057668548
115.69,154.97,-0.0057668028
115.69,154.97,-0.0057679920
115.7,154.97,-0.0057684050
115.7,154.97,-0.0057681503
115.7,154.97,-0.0057691207
115.7,154.97,-0.0057697744
115.7,154.97,-0.0057693486
115.7,154.97,-0.0057688236
115.7,154.97,-0.0057684803
115.71,154.97,-0.0057683935
115.71,154.97,-0.0057688704
115.71,154.97,-0.0057703958
115.71,154.97,-0.0057720571
115.71,154.97,-0.0057730589
115.71,154.97,-0.0057730455
115.72,154.97,-0.0057732973
115.72,154.97,-0.0057735167
115.72,154.97,-0.0057730017
115.72,154.97,-0.0057729630
115.72,154.97,-0.0057716045
115.73,154.97,-0.0057715683
115.73,154.97,-0.0057706180
115.73,154.97,-0.0057704830
115.73,154.97,-0.0057692728
115.73,154.97,-0.0057688498
115.73,154.97,-0.0057673745
115.74,154.97,-0.0057665997
115.74,154.97,-0.0057649417
115.74,154.97,-0.0057640209
115.74,154.97,-0.0057645946
115.74,154.97,-0.0057647080
115.74,154.97,-0.0057652860
115.75,154.97,-0.0057671833
115.75,154.97,-0.0057685342
115.75,154.97,-0.0057703104
115.75,154.97,-0.0057720351
115.75,154.97,-0.0057742915
115.75,154.97,-0.0057751389
115.75,154.97,-0.0057761970
115.76,154.97,-0.0057769470
115.76,154.97,-0.0057766633
115.76,154.97,-0.0057769179
115.76,154.97,-0.0057777410
115.76,154.97,-0.0057784457
115.76,154.97,-0.0057792702
115.77,154.97,-0.0057806182
115.77,154.97,-0.0057819371
115.77,154.97,-0.0057827897
115.77,154.97,-0.0057828188
115.77,154.97,-0.0057832804
115.78,154.97,-0.0057824721
115.78,154.97,-0.0057816167
115.78,154.97,-0.0057793927
115.78,154.97,-0.0057777920
115.78,154.97,-0.0057767215
115.78,154.97,-0.0057754474
115.79,154.97,-0.0057730680
115.79,154.97,-0.0057722473
115.79,154.97,-0.0057717514
115.79,154.97,-0.0057709222
115.79,154.97,-0.0057715387
115.79,154.97,-0.0057736526
115.8,154.97,-0.0057756243
115.8,154.97,-0.0057773619
115.8,154.97,-0.0057790575
115.8,154.97,-0.0057805405
115.8,154.97,-0.0057809796
115.8,154.97,-0.0057803407
115.8,154.97,-0.0057785635
115.81,154.97,-0.0057765341
115.81,154.97,-0.0057751813
115.81,154.97,-0.0057743034
115.81,154.97,-0.0057749391
115.81,154.97,-0.0057761559
115.81,154.97,-0.0057769752
115.82,154.97,-0.0057785354
115.82,154.97,-0.0057800970
115.82,154.97,-0.0057809725
115.82,154.97,-0.0057814546
115.82,154.97,-0.0057817397
115.83,154.97,-0.0057814846
115.83,154.97,-0.0057812634
115.83,154.97,-0.0057817178
115.83,154.97,-0.0057826934
115.83,154.97,-0.0057813492
115.83,154.97,-0.0057808290
115.84,154.97,-0.0057799473
115.84,154.97,-0.0057803750
115.84,154.97,-0.0057807889
115.84,154.97,-0.0057814994
115.84,154.97,-0.0057829990
115.84,154.97,-0.0057853847
115.85,154.97,-0.0057876139
115.85,154.97,-0.0057894444
115.85,154.97,-0.0057909322
115.85,154.97,-0.0057917490
115.85,154.97,-0.0057907262
115.85,154.97,-0.0057885118
115.85,154.97,-0.0057863545
115.86,154.97,-0.0057853804
115.86,154.97,-0.0057837152
115.86,154.97,-0.0057824450
115.86,154.97,-0.0057819552
115.86,154.97,-0.0057814555
115.86,154.97,-0.0057810459
115.87,154.97,-0.0057815809
115.87,154.97,-0.0057814441
115.87,154.97,-0.0057813945
115.87,154.97,-0.0057816172
115.87,154.97,-0.0057816305
115.88,154.97,-0.0057812405
115.88,154.97,-0.0057814698
115.88,154.97,-0.0057811947
115.88,154.97,-0.0057825871
115.88,154.97,-0.0057834883
115.88,154.97,-0.0057839770
115.89,154.97,-0.0057850876
115.89,154.97,-0.0057857299
115.89,154.97,-0.0057857451
115.89,154.97,-0.0057864089
115.89,154.97,-0.0057858953
115.89,154.97,-0.0057848244
115.9,154.97,-0.0057834911
115.9,154.97,-0.0057820110
115.9,154.97,-0.0057816577
115.9,154.97,-0.0057816448
115.9,154.97,-0.0057821856
115.9,154.97,-0.0057834072
115.9,154.97,-0.0057842250
115.91,154.97,-0.0057858262
115.91,154.97,-0.0057877455
115.91,154.97,-0.0057888312
115.91,154.97,-0.0057881684
115.91,154.97,-0.0057872920
115.91,154.97,-0.0057860708
115.92,154.97,-0.0057847457
115.92,154.97,-0.0057829266
115.92,154.97,-0.0057807293
115.92,154.97,-0.0057793126
115.92,154.97,-0.0057789712
115.93,154.97,-0.0057796116
115.93,154.97,-0.0057800074
115.93,154.97,-0.0057804127
115.93,154.97,-0.0057807307
115.93,154.97,-0.0057823138
115.93,154.97,-0.0057829566
115.94,154.97,-0.0057838655
115.94,154.97,-0.0057848077
115.94,154.97,-0.0057849889
115.94,154.97,-0.0057841730
115.94,154.97,-0.0057836633
115.94,154.97,-0.0057829142
115.95,154.97,-0.0057826900
115.95,154.97,-0.0057831450
115.95,154.97,-0.0057831025
115.95,154.97,-0.0057850790
115.95,154.97,-0.0057866135
115.95,154.97,-0.0057886267
115.95,154.97,-0.0057914720
115.96,154.97,-0.0057934837
115.96,154.97,-0.0057936530
115.96,154.97,-0.0057934475
115.96,154.97,-0.0057930250
115.96,154.97,-0.0057927485
115.96,154.97,-0.0057932892
115.97,154.97,-0.0057937746
115.97,154.97,-0.0057955861
115.97,154.97,-0.0057972822
115.97,154.97,-0.0057986259
115.97,154.97,-0.0057981582
115.98,154.97,-0.0057970195
115.98,154.97,-0.0057963610
115.98,154.97,-0.0057955985
115.98,154.97,-0.0057954731
115.98,154.97,-0.0057956858
115.98,154.97,-0.0057966466
115.99,154.97,-0.0057977967
115.99,154.97,-0.0057992635
115.99,154.97,-0.0058012457
115.99,154.97,-0.0058041267
115.99,154.97,-0.0058060317
115.99,154.97,-0.0058074784
116,154.97,-0.0058084607
116,154.97,-0.0058096805
116,154.97,-0.0058095512
116,154.97,-0.0058100662
116,154.97,-0.0058100772
116,154.97,-0.0058100286
116,154.97,-0.0058102889
116.01,154.97,-0.0058093815
116.01,154.97,-0.0058080411
116.01,154.97,-0.0058056784
116.01,154.97,-0.0058035917
116.01,154.97,-0.0058020988
116.01,154.97,-0.0058018351
116.02,154.97,-0.0058024025
116.02,154.97,-0.0058032360
116.02,154.97,-0.0058042049
116.02,154.97,-0.0058053465
116.02,154.97,-0.0058074446
116.03,154.97,-0.0058088002
116.03,154.97,-0.0058099933
116.03,154.97,-0.0058103857
116.03,154.97,-0.0058106456
116.03,154.97,-0.0058109407
116.03,154.97,-0.0058115549
116.04,154.97,-0.0058128939
116.04,154.97,-0.0058136721
116.04,154.97,-0.0058147144
116.04,154.97,-0.0058153429
116.04,154.97,-0.0058173461
116.04,154.97,-0.0058193235
116.05,154.97,-0.0058192902
116.05,154.97,-0.0058174930
116.05,154.97,-0.0058153896
116.05,154.97,-0.0058135190
116.05,154.97,-0.0058122845
116.05,154.97,-0.0058116784
116.05,154.97,-0.0058106074
116.06,154.97,-0.0058104029
116.06,154.97,-0.0058106375
116.06,154.97,-0.0058125544
116.06,154.97,-0.0058139715
116.06,154.97,-0.0058155613
116.06,154.97,-0.0058160582
116.07,154.97,-0.0058163009
116.07,154.97,-0.0058149357
116.07,154.97,-0.0058137102
116.07,154.97,-0.0058137269
116.07,154.97,-0.0058136215
116.08,154.97,-0.0058146763
116.08,154.97,-0.0058154802
116.08,154.97,-0.0058167357
116.08,154.97,-0.0058182111
116.08,154.97,-0.0058200793
116.08,154.97,-0.0058213859
116.09,154.97,-0.0058209257
116.09,154.97,-0.0058194900
116.09,154.97,-0.0058185086
116.09,154.97,-0.0058184252
116.09,154.97,-0.0058186102
116.09,154.97,-0.0058188457
116.1,154.97,-0.0058173552
116.1,154.97,-0.0058156242
116.1,154.97,-0.0058136501
116.1,154.97,-0.0058134699
116.1,154.97,-0.0058122878
116.1,154.97,-0.0058127522
116.1,154.97,-0.0058135204
116.11,154.97,-0.0058143973
116.11,154.97,-0.0058155856
116.11,154.97,-0.0058174133
116.11,154.97,-0.0058181167
116.11,154.97,-0.0058188062
116.11,154.97,-0.0058189864
116.12,154.97,-0.0058184643
116.12,154.97,-0.0058184037
116.12,154.97,-0.0058176351
116.12,154.97,-0.0058171368
116.12,154.97,-0.0058173084
116.13,154.97,-0.0058171000
116.13,154.97,-0.0058179164
116.13,154.97,-0.0058190045
116.13,154.97,-0.0058197513
116.13,154.97,-0.0058202443
116.13,154.97,-0.0058198256
116.14,154.97,-0.0058185415
116.14,154.97,-0.0058167701
116.14,154.97,-0.0058160501
116.14,154.97,-0.0058151808
116.14,154.97,-0.0058149123
116.14,154.97,-0.0058137679
116.15,154.97,-0.0058138642
116.15,154.97,-0.0058135757
116.15,154.97,-0.0058121200
116.15,154.97,-0.0058107381
116.15,154.97,-0.0058102655
116.15,154.97,-0.0058107319
116.15,154.97,-0.0058105550
116.16,154.97,-0.0058108463
116.16,154.97,-0.0058109107
116.16,154.97,-0.0058111749
116.16,154.97,-0.0058117495
116.16,154.97,-0.0058122334
116.16,154.97,-0.0058119149
116.17,154.97,-0.0058104053
116.17,154.97,-0.0058084717
116.17,154.97,-0.0058073683
116.17,154.97,-0.0058078127
116.17,154.97,-0.0058092647
116.18,154.97,-0.0058109574
116.18,154.97,-0.0058126035
116.18,154.97,-0.0058146167
116.18,154.97,-0.0058156023
116.18,154.97,-0.0058154860
116.18,154.97,-0.0058152494
116.19,154.97,-0.0058151016
116.19,154.97,-0.0058148584
116.19,154.97,-0.0058135300
116.19,154.97,-0.0058129249
116.19,154.97,-0.0058130250
116.19,154.97,-0.0058132849
116.2,154.97,-0.0058138361
116.2,154.97,-0.0058139739
116.2,154.97,-0.0058143020
116.2,154.97,-0.0058148308
116.2,154.97,-0.0058151364
116.2,154.97,-0.0058152900
116.2,154.97,-0.0058156600
116.21,154.97,-0.0058159084
116.21,154.97,-0.0058170433
116.21,154.97,-0.0058190470
116.21,154.97,-0.0058202510
116.21,154.97,-0.0058211522
116.21,154.97,-0.0058208289
116.22,154.97,-0.0058195701
116.22,154.97,-0.0058185067
116.22,154.97,-0.0058162451
116.22,154.97,-0.0058151693
116.22,154.97,-0.0058141341
116.23,154.97,-0.0058145366
116.23,154.97,-0.0058145361
116.23,154.97,-0.0058141685
116.23,154.97,-0.0058137984
116.23,154.97,-0.0058139248
116.23,154.97,-0.0058133535
116.24,154.97,-0.0058129306
116.24,154.97,-0.0058123884
116.24,154.97,-0.0058117785
116.24,154.97,-0.0058109627
116.24,154.97,-0.0058090634
116.24,154.97,-0.0058082638
116.25,154.97,-0.0058081675
116.25,154.97,-0.0058081465
116.25,154.97,-0.0058067966
