Time (min),Temperature (°C),Heat Flow (W/g)
167.97,325.95,0.3034277039
167.97,325.93,0.3034263611
167.97,325.91,0.3034250183
167.98,325.9,0.3034223938
167.98,325.88,0.3034198914
167.98,325.86,0.3034170227
167.98,325.84,0.3034152222
167.98,325.83,0.3034136963
167.98,325.81,0.3034111328
167.98,325.79,0.3034078674
167.99,325.78,0.3034039307
167.99,325.76,0.3034001465
167.99,325.75,0.3033957825
167.99,325.73,0.3033931580
167.99,325.71,0.3033898315
168,325.7,0.3033856201
168,325.68,0.3033820496
168,325.66,0.3033792419
168,325.65,0.3033759460
168,325.63,0.3033698730
168,325.61,0.3033648987
168,325.6,0.3033588257
168.01,325.58,0.3033529358
168.01,325.56,0.3033464355
168.01,325.55,0.3033411255
168.01,325.53,0.3033365784
168.01,325.51,0.3033320313
168.02,325.5,0.3033275146
168.02,325.48,0.3033248596
168.02,325.46,0.3033213806
168.02,325.45,0.3033165283
168.02,325.43,0.3033113403
168.02,325.41,0.3033063049
168.03,325.4,0.3033014526
168.03,325.38,0.3032969666
168.03,325.36,0.3032922974
168.03,325.35,0.3032865295
168.03,325.33,0.3032813721
168.03,325.31,0.3032762756
168.03,325.3,0.3032717896
168.04,325.28,0.3032666626
168.04,325.26,0.3032616882
168.04,325.25,0.3032558899
168.04,325.23,0.3032500610
168.04,325.21,0.3032446289
168.05,325.2,0.3032388000
168.05,325.18,0.3032341919
168.05,325.16,0.3032293091
168.05,325.15,0.3032244263
168.05,325.13,0.3032192993
168.05,325.11,0.3032150269
168.05,325.1,0.3032102966
168.06,325.08,0.3032051086
168.06,325.06,0.3031994019
168.06,325.05,0.3031939087
168.06,325.03,0.3031889343
168.06,325.01,0.3031836853
168.07,325,0.3031789551
168.07,324.98,0.3031741333
168.07,324.96,0.3031696167
168.07,324.95,0.3031658630
168.07,324.93,0.3031615295
168.07,324.91,0.3031572266
168.08,324.9,0.3031528931
168.08,324.88,0.3031486816
168.08,324.86,0.3031445618
168.08,324.85,0.3031404724
168.08,324.83,0.3031364136
168.08,324.82,0.3031321411
168.08,324.8,0.3031289063
168.09,324.78,0.3031257019
168.09,324.76,0.3031210327
168.09,324.75,0.3031153564
168.09,324.73,0.3031094360
168.09,324.71,0.3031050110
168.1,324.7,0.3031001282
168.1,324.68,0.3030954895
168.1,324.66,0.3030900879
168.1,324.65,0.3030860901
168.1,324.63,0.3030818787
168.1,324.61,0.3030769653
168.1,324.6,0.3030719910
168.11,324.58,0.3030668945
168.11,324.56,0.3030613403
168.11,324.55,0.3030549316
168.11,324.53,0.3030492859
168.11,324.51,0.3030435181
168.12,324.5,0.3030378723
168.12,324.48,0.3030331116
168.12,324.46,0.3030285950
168.12,324.45,0.3030242920
168.12,324.43,0.3030197144
168.12,324.41,0.3030157471
168.13,324.4,0.3030118408
168.13,324.38,0.3030080566
168.13,324.37,0.3030041504
168.13,324.35,0.3030018921
168.13,324.33,0.3029990845
168.13,324.31,0.3029967346
168.13,324.3,0.3029950256
168.14,324.28,0.3029912720
168.14,324.26,0.3029878540
168.14,324.25,0.3029830017
168.14,324.23,0.3029775085
168.14,324.22,0.3029717102
168.15,324.2,0.3029649963
168.15,324.18,0.3029579163
168.15,324.17,0.3029511414
168.15,324.15,0.3029457703
168.15,324.13,0.3029412842
168.15,324.11,0.3029367371
168.15,324.1,0.3029320374
168.16,324.08,0.3029286804
168.16,324.07,0.3029257507
168.16,324.05,0.3029212036
168.16,324.03,0.3029169617
168.16,324.02,0.3029130554
168.17,324,0.3029085693
168.17,323.98,0.3029039307
168.17,323.97,0.3029003906
168.17,323.95,0.3028966064
168.17,323.93,0.3028927002
168.17,323.92,0.3028882751
168.18,323.9,0.3028837280
168.18,323.88,0.3028814087
168.18,323.87,0.3028783264
168.18,323.85,0.3028766479
168.18,323.83,0.3028749084
168.18,323.82,0.3028723755
168.18,323.8,0.3028702393
168.19,323.78,0.3028674011
168.19,323.77,0.3028647461
168.19,323.75,0.3028622131
168.19,323.73,0.3028592224
168.19,323.72,0.3028547974
168.2,323.7,0.3028500977
168.2,323.68,0.3028447571
168.2,323.67,0.3028399353
168.2,323.65,0.3028353882
168.2,323.63,0.3028317871
168.2,323.62,0.3028282166
168.2,323.6,0.3028244629
168.21,323.58,0.3028218384
168.21,323.57,0.3028182068
168.21,323.55,0.3028158264
168.21,323.53,0.3028135376
168.21,323.52,0.3028101501
168.22,323.5,0.3028054810
168.22,323.48,0.3028010559
168.22,323.47,0.3027969360
168.22,323.45,0.3027925720
168.22,323.43,0.3027886658
168.22,323.42,0.3027859497
168.23,323.4,0.3027835388
168.23,323.38,0.3027814026
168.23,323.37,0.3027789917
168.23,323.35,0.3027778015
168.23,323.33,0.3027777100
168.23,323.32,0.3027762756
168.23,323.3,0.3027760620
168.24,323.28,0.3027759094
168.24,323.27,0.3027756348
168.24,323.25,0.3027723999
168.24,323.23,0.3027699890
168.24,323.22,0.3027679138
168.25,323.2,0.3027659302
168.25,323.18,0.3027625732
168.25,323.17,0.3027597961
168.25,323.15,0.3027575073
168.25,323.13,0.3027563477
168.25,323.12,0.3027559814
168.25,323.1,0.3027557983
168.26,323.08,0.3027557068
168.26,323.07,0.3027544556
168.26,323.05,0.3027516174
168.26,323.03,0.3027491150
168.26,323.02,0.3027467651
168.27,323,0.3027445374
168.27,322.98,0.3027420654
168.27,322.97,0.3027418823
168.27,322.95,0.3027412720
168.27,322.93,0.3027411194
168.27,322.92,0.3027407837
168.28,322.9,0.3027401428
168.28,322.88,0.3027393494
168.28,322.87,0.3027389221
168.28,322.85,0.3027384644
168.28,322.83,0.3027381287
168.28,322.82,0.3027363892
168.28,322.8,0.3027344055
168.29,322.78,0.3027329407
168.29,322.77,0.3027305298
168.29,322.75,0.3027279358
168.29,322.73,0.3027262268
168.29,322.72,0.3027240295
168.3,322.7,0.3027220154
168.3,322.68,0.3027199707
168.3,322.67,0.3027171021
168.3,322.65,0.3027151184
168.3,322.63,0.3027136841
168.3,322.62,0.3027127380
168.3,322.6,0.3027116394
168.31,322.58,0.3027094421
168.31,322.57,0.3027078857
168.31,322.55,0.3027070923
168.31,322.53,0.3027062683
168.31,322.52,0.3027055664
168.32,322.5,0.3027044678
168.32,322.48,0.3027019653
168.32,322.47,0.3026992798
168.32,322.45,0.3026964417
168.32,322.43,0.3026943665
168.32,322.42,0.3026932068
168.33,322.4,0.3026920471
168.33,322.38,0.3026903992
168.33,322.37,0.3026880188
168.33,322.35,0.3026853333
168.33,322.33,0.3026836853
168.33,322.32,0.3026817017
168.33,322.3,0.3026799316
168.34,322.28,0.3026769714
168.34,322.27,0.3026736145
168.34,322.25,0.3026709900
168.34,322.23,0.3026690369
168.34,322.22,0.3026682129
168.35,322.2,0.3026666260
168.35,322.18,0.3026649170
168.35,322.17,0.3026626587
168.35,322.15,0.3026617737
168.35,322.13,0.3026604614
168.35,322.12,0.3026606750
168.35,322.1,0.3026590881
168.36,322.08,0.3026577454
168.36,322.07,0.3026557007
168.36,322.05,0.3026515503
168.36,322.03,0.3026480408
168.36,322.02,0.3026443481
168.37,322,0.3026412964
168.37,321.98,0.3026389771
168.37,321.97,0.3026365051
168.37,321.95,0.3026347046
168.37,321.93,0.3026318054
168.37,321.92,0.3026288757
168.38,321.9,0.3026273804
168.38,321.88,0.3026251526
168.38,321.87,0.3026228027
168.38,321.85,0.3026179504
168.38,321.83,0.3026142578
168.38,321.82,0.3026114502
168.38,321.8,0.3026087036
168.39,321.78,0.3026069031
168.39,321.77,0.3026057434
168.39,321.75,0.3026036072
168.39,321.73,0.3026011658
168.39,321.72,0.3025990906
168.4,321.7,0.3025965271
168.4,321.68,0.3025948792
168.4,321.67,0.3025915222
168.4,321.65,0.3025875244
168.4,321.63,0.3025844727
168.4,321.62,0.3025810547
168.4,321.6,0.3025794983
168.41,321.58,0.3025780334
168.41,321.57,0.3025760498
168.41,321.55,0.3025745239
168.41,321.53,0.3025734253
168.41,321.52,0.3025701904
168.42,321.5,0.3025667419
168.42,321.48,0.3025649109
168.42,321.47,0.3025636292
168.42,321.45,0.3025619812
168.42,321.43,0.3025597839
168.42,321.42,0.3025568848
168.43,321.4,0.3025541992
168.43,321.38,0.3025504150
168.43,321.37,0.3025473022
168.43,321.35,0.3025437317
168.43,321.33,0.3025401611
168.43,321.32,0.3025353699
168.43,321.3,0.3025314026
168.44,321.28,0.3025276794
168.44,321.27,0.3025250549
168.44,321.25,0.3025230713
168.44,321.23,0.3025204163
168.44,321.22,0.3025201416
168.45,321.2,0.3025183105
168.45,321.18,0.3025164795
168.45,321.17,0.3025127258
168.45,321.15,0.3025090027
168.45,321.13,0.3025063782
168.45,321.12,0.3025035706
168.45,321.1,0.3025006714
168.46,321.08,0.3024965515
168.46,321.07,0.3024928894
168.46,321.05,0.3024899597
168.46,321.03,0.3024869080
168.46,321.02,0.3024845581
168.47,321,0.3024821472
168.47,320.98,0.3024792480
168.47,320.97,0.3024746094
168.47,320.95,0.3024694824
168.47,320.93,0.3024660339
168.47,320.92,0.3024615479
168.48,320.9,0.3024568787
168.48,320.88,0.3024526062
168.48,320.87,0.3024478760
168.48,320.85,0.3024431152
168.48,320.83,0.3024390259
168.48,320.82,0.3024349976
168.48,320.8,0.3024307556
168.49,320.78,0.3024267273
168.49,320.77,0.3024222107
168.49,320.75,0.3024184570
168.49,320.73,0.3024132996
168.49,320.72,0.3024097595
168.5,320.7,0.3024061584
168.5,320.68,0.3024025574
168.5,320.67,0.3023988953
168.5,320.65,0.3023931885
168.5,320.63,0.3023882141
168.5,320.62,0.3023830261
168.5,320.6,0.3023783264
168.51,320.59,0.3023739929
168.51,320.57,0.3023692017
168.51,320.55,0.3023654175
168.51,320.54,0.3023619080
168.51,320.52,0.3023587341
168.52,320.5,0.3023565369
168.52,320.49,0.3023536987
168.52,320.47,0.3023514709
168.52,320.45,0.3023495789
168.52,320.44,0.3023466797
168.52,320.42,0.3023429260
168.53,320.4,0.3023381653
168.53,320.39,0.3023341980
168.53,320.37,0.3023299561
168.53,320.35,0.3023271790
168.53,320.34,0.3023241272
168.53,320.32,0.3023202820
168.53,320.3,0.3023153687
168.54,320.29,0.3023102417
168.54,320.27,0.3023064575
168.54,320.25,0.3023027954
168.54,320.24,0.3022988892
168.54,320.22,0.3022939453
168.55,320.2,0.3022897949
168.55,320.19,0.3022852478
168.55,320.17,0.3022813110
168.55,320.15,0.3022769470
168.55,320.14,0.3022710571
168.55,320.12,0.3022657471
168.55,320.1,0.3022600098
168.56,320.09,0.3022552490
168.56,320.07,0.3022502441
168.56,320.05,0.3022459717
168.56,320.04,0.3022418518
168.56,320.02,0.3022382202
168.57,320,0.3022345581
168.57,319.99,0.3022301636
168.57,319.97,0.3022258911
168.57,319.95,0.3022214050
168.57,319.94,0.3022174988
168.57,319.92,0.3022131348
168.58,319.9,0.3022092896
168.58,319.89,0.3022049866
168.58,319.87,0.3022005615
168.58,319.85,0.3021956787
168.58,319.84,0.3021918640
168.58,319.82,0.3021888733
168.58,319.8,0.3021860962
168.59,319.79,0.3021840515
168.59,319.77,0.3021802979
168.59,319.75,0.3021777039
168.59,319.74,0.3021741638
168.59,319.72,0.3021703491
168.6,319.7,0.3021666870
168.6,319.69,0.3021635437
168.6,319.67,0.3021607056
168.6,319.65,0.3021571960
168.6,319.64,0.3021542053
168.6,319.62,0.3021517639
168.6,319.6,0.3021500244
168.61,319.59,0.3021482849
168.61,319.57,0.3021472168
168.61,319.55,0.3021454468
168.61,319.54,0.3021415405
168.61,319.52,0.3021376648
168.62,319.5,0.3021340637
168.62,319.49,0.3021311951
168.62,319.47,0.3021275330
168.62,319.45,0.3021240845
168.62,319.44,0.3021207275
168.62,319.42,0.3021181641
168.63,319.4,0.3021160889
168.63,319.39,0.3021144409
168.63,319.37,0.3021129150
168.63,319.35,0.3021115723
168.63,319.34,0.3021103210
168.63,319.32,0.3021101685
168.63,319.3,0.3021112366
168.64,319.29,0.3021116028
168.64,319.27,0.3021110840
168.64,319.25,0.3021101074
168.64,319.24,0.3021074524
168.64,319.22,0.3021040039
168.65,319.2,0.3021011353
168.65,319.19,0.3020991516
168.65,319.17,0.3020955505
168.65,319.15,0.3020916748
168.65,319.14,0.3020881042
168.65,319.12,0.3020851135
168.65,319.1,0.3020826111
168.66,319.09,0.3020791321
168.66,319.07,0.3020758667
168.66,319.05,0.3020723267
168.66,319.04,0.3020697937
168.66,319.02,0.3020675049
168.67,319,0.3020655823
168.67,318.99,0.3020637207
168.67,318.97,0.3020622253
168.67,318.95,0.3020607910
168.67,318.94,0.3020587769
168.67,318.92,0.3020556030
168.68,318.9,0.3020524292
168.68,318.89,0.3020490723
168.68,318.87,0.3020456543
168.68,318.85,0.3020415955
168.68,318.84,0.3020388184
168.68,318.82,0.3020370789
168.68,318.8,0.3020360718
168.69,318.79,0.3020345154
168.69,318.77,0.3020330505
168.69,318.75,0.3020320129
168.69,318.74,0.3020295105
168.69,318.72,0.3020295410
168.7,318.7,0.3020284424
168.7,318.69,0.3020264587
168.7,318.67,0.3020235901
168.7,318.65,0.3020207520
168.7,318.64,0.3020181885
168.7,318.62,0.3020162659
168.7,318.6,0.3020130920
168.71,318.59,0.3020103455
168.71,318.57,0.3020075378
168.71,318.56,0.3020038452
168.71,318.54,0.3020000000
168.71,318.52,0.3019967651
168.72,318.5,0.3019942627
168.72,318.49,0.3019922180
168.72,318.47,0.3019889221
168.72,318.46,0.3019867554
168.72,318.44,0.3019855652
168.72,318.42,0.3019839172
168.73,318.4,0.3019830322
168.73,318.39,0.3019818115
168.73,318.37,0.3019796753
168.73,318.36,0.3019763184
168.73,318.34,0.3019721985
168.73,318.32,0.3019682617
168.73,318.31,0.3019642639
168.74,318.29,0.3019599915
168.74,318.27,0.3019560852
168.74,318.26,0.3019518433
168.74,318.24,0.3019467468
168.74,318.22,0.3019423218
168.75,318.21,0.3019393311
168.75,318.19,0.3019354553
168.75,318.17,0.3019328003
168.75,318.16,0.3019296875
168.75,318.14,0.3019260864
168.75,318.12,0.3019223022
168.75,318.11,0.3019176331
168.76,318.09,0.3019137878
168.76,318.07,0.3019098511
168.76,318.06,0.3019050903
168.76,318.04,0.3018999329
168.76,318.02,0.3018948059
168.77,318.01,0.3018911133
168.77,317.99,0.3018882141
168.77,317.97,0.3018860779
168.77,317.95,0.3018851013
168.77,317.94,0.3018832092
168.77,317.92,0.3018807983
168.78,317.91,0.3018792419
168.78,317.89,0.3018757629
168.78,317.87,0.3018715820
168.78,317.85,0.3018652649
168.78,317.84,0.3018575439
168.78,317.82,0.3018497314
168.78,317.81,0.3018421021
168.79,317.79,0.3018352356
168.79,317.77,0.3018293152
168.79,317.76,0.3018238831
168.79,317.74,0.3018201599
168.79,317.72,0.3018170166
168.8,317.71,0.3018147583
168.8,317.69,0.3018125305
168.8,317.67,0.3018101807
168.8,317.66,0.3018082275
168.8,317.64,0.3018060303
168.8,317.62,0.3018046265
168.8,317.61,0.3018019409
168.81,317.59,0.3018005371
168.81,317.57,0.3017967529
168.81,317.56,0.3017934265
168.81,317.54,0.3017897949
168.81,317.52,0.3017872925
168.82,317.51,0.3017837830
168.82,317.49,0.3017805176
168.82,317.47,0.3017767639
168.82,317.46,0.3017742615
168.82,317.44,0.3017723694
168.82,317.42,0.3017710571
168.83,317.41,0.3017697449
168.83,317.39,0.3017679749
168.83,317.37,0.3017667847
168.83,317.36,0.3017651978
168.83,317.34,0.3017624817
168.83,317.32,0.3017594299
168.83,317.31,0.3017567139
168.84,317.29,0.3017539063
168.84,317.27,0.3017514343
168.84,317.26,0.3017493896
168.84,317.24,0.3017481384
168.84,317.22,0.3017481384
168.85,317.21,0.3017464905
168.85,317.19,0.3017455444
168.85,317.17,0.3017442627
168.85,317.16,0.3017431030
168.85,317.14,0.3017410278
168.85,317.12,0.3017375183
168.85,317.11,0.3017346191
168.86,317.09,0.3017311096
168.86,317.07,0.3017290649
168.86,317.06,0.3017272339
168.86,317.04,0.3017251892
168.86,317.02,0.3017239075
168.87,317.01,0.3017219238
168.87,316.99,0.3017193909
168.87,316.97,0.3017177124
168.87,316.96,0.3017159729
168.87,316.94,0.3017137756
168.87,316.92,0.3017112122
168.88,316.91,0.3017077942
168.88,316.89,0.3017045593
168.88,316.87,0.3017009277
168.88,316.86,0.3016965332
168.88,316.84,0.3016931763
168.88,316.82,0.3016885376
168.88,316.81,0.3016846313
168.89,316.79,0.3016810913
168.89,316.77,0.3016790161
168.89,316.76,0.3016773376
168.89,316.74,0.3016763000
168.89,316.72,0.3016758423
168.9,316.71,0.3016752014
168.9,316.69,0.3016753540
168.9,316.67,0.3016739807
168.9,316.66,0.3016713257
168.9,316.64,0.3016688538
168.9,316.62,0.3016666565
168.9,316.61,0.3016633911
168.91,316.59,0.3016602173
168.91,316.57,0.3016565247
168.91,316.56,0.3016530151
168.91,316.54,0.3016494446
168.91,316.52,0.3016463318
168.92,316.51,0.3016427917
168.92,316.49,0.3016397400
168.92,316.47,0.3016358337
168.92,316.46,0.3016320496
168.92,316.44,0.3016297913
168.92,316.42,0.3016278687
168.93,316.41,0.3016251526
168.93,316.39,0.3016235657
168.93,316.37,0.3016227112
168.93,316.36,0.3016207581
168.93,316.34,0.3016178284
168.93,316.32,0.3016138000
168.93,316.31,0.3016095581
168.94,316.29,0.3016038513
168.94,316.27,0.3015974731
168.94,316.26,0.3015919189
168.94,316.24,0.3015880432
168.94,316.22,0.3015834351
168.95,316.21,0.3015805359
168.95,316.19,0.3015783081
168.95,316.17,0.3015767822
168.95,316.16,0.3015762634
168.95,316.14,0.3015757141
168.95,316.12,0.3015740356
168.95,316.11,0.3015729980
168.96,316.09,0.3015705872
168.96,316.07,0.3015684204
168.96,316.06,0.3015649109
168.96,316.04,0.3015604553
168.96,316.02,0.3015560608
168.97,316.01,0.3015520020
168.97,315.99,0.3015480652
168.97,315.98,0.3015432129
168.97,315.96,0.3015379639
168.97,315.94,0.3015342407
168.97,315.93,0.3015310059
168.98,315.91,0.3015264893
168.98,315.89,0.3015229797
168.98,315.87,0.3015190735
168.98,315.86,0.3015150757
168.98,315.84,0.3015104980
168.98,315.82,0.3015069275
168.98,315.81,0.3015030823
168.99,315.79,0.3014989014
168.99,315.77,0.3014953918
168.99,315.76,0.3014924316
168.99,315.74,0.3014902344
168.99,315.72,0.3014875183
169,315.71,0.3014851379
169,315.69,0.3014821777
169,315.67,0.3014789734
169,315.66,0.3014750366
169,315.64,0.3014714966
169,315.63,0.3014668884
169,315.61,0.3014627991
169.01,315.59,0.3014595032
169.01,315.57,0.3014558105
169.01,315.56,0.3014521484
169.01,315.54,0.3014486694
169.01,315.53,0.3014456787
169.02,315.51,0.3014434509
169.02,315.49,0.3014401245
169.02,315.48,0.3014374390
169.02,315.46,0.3014342957
169.02,315.44,0.3014303589
169.02,315.43,0.3014263000
169.03,315.41,0.3014214478
169.03,315.39,0.3014174194
169.03,315.38,0.3014137268
169.03,315.36,0.3014111938
169.03,315.34,0.3014089661
169.03,315.32,0.3014072266
169.03,315.31,0.3014057922
169.04,315.29,0.3014047241
169.04,315.27,0.3014035034
169.04,315.26,0.3014024048
169.04,315.24,0.3014010925
169.04,315.23,0.3014000244
169.05,315.21,0.3013976440
169.05,315.19,0.3013944702
169.05,315.17,0.3013914795
169.05,315.16,0.3013880615
169.05,315.14,0.3013845215
169.05,315.12,0.3013822021
169.05,315.11,0.3013798523
169.06,315.09,0.3013772278
169.06,315.07,0.3013738098
169.06,315.06,0.3013706970
169.06,315.04,0.3013672485
169.06,315.02,0.3013637695
169.07,315.01,0.3013621521
169.07,314.99,0.3013603210
169.07,314.98,0.3013587952
169.07,314.96,0.3013562317
169.07,314.94,0.3013534241
169.07,314.93,0.3013508606
169.08,314.91,0.3013493652
169.08,314.89,0.3013484497
169.08,314.88,0.3013463135
169.08,314.86,0.3013436890
169.08,314.84,0.3013407288
169.08,314.82,0.3013381348
169.08,314.81,0.3013352051
169.09,314.79,0.3013332825
169.09,314.77,0.3013311462
169.09,314.76,0.3013291626
169.09,314.74,0.3013271179
169.09,314.72,0.3013243408
169.1,314.71,0.3013219910
169.1,314.69,0.3013202515
169.1,314.68,0.3013180542
169.1,314.66,0.3013160706
169.1,314.64,0.3013133850
169.1,314.63,0.3013110046
169.1,314.61,0.3013085327
169.11,314.59,0.3013056335
169.11,314.58,0.3013016052
169.11,314.56,0.3012972107
169.11,314.54,0.3012935791
169.11,314.53,0.3012898254
169.12,314.51,0.3012854309
169.12,314.49,0.3012807312
169.12,314.48,0.3012767639
