Temperature (°C),Heat flow (W/g)
207.99,-0.178
208.01,-0.178
208.02,-0.179
208.04,-0.179
208.06,-0.179
208.07,-0.18
208.09,-0.18
208.11,-0.181
208.12,-0.181
208.14,-0.182
208.15,-0.182
208.17,-0.183
208.19,-0.183
208.21,-0.183
208.22,-0.184
208.24,-0.184
208.25,-0.184
208.27,-0.185
208.29,-0.185
208.3,-0.186
208.32,-0.186
208.34,-0.187
208.35,-0.187
208.37,-0.187
208.39,-0.188
208.4,-0.188
208.42,-0.189
208.44,-0.189
208.45,-0.19
208.47,-0.19
208.49,-0.19
208.5,-0.191
208.52,-0.191
208.54,-0.192
208.55,-0.192
208.57,-0.193
208.59,-0.193
208.6,-0.193
208.62,-0.194
208.64,-0.194
208.65,-0.195
208.67,-0.195
208.69,-0.196
208.7,-0.196
208.72,-0.197
208.74,-0.197
208.75,-0.198
208.77,-0.198
208.78,-0.199
208.8,-0.199
208.82,-0.2
208.83,-0.2
208.85,-0.201
208.87,-0.201
208.88,-0.201
208.9,-0.202
208.92,-0.202
208.93,-0.202
208.95,-0.203
208.96,-0.203
208.98,-0.204
209.0,-0.205
209.02,-0.205
209.03,-0.206
209.05,-0.206
209.07,-0.207
209.08,-0.207
209.1,-0.208
209.11,-0.208
209.13,-0.208
209.15,-0.209
209.16,-0.209
209.18,-0.209
209.2,-0.21
209.21,-0.21
209.23,-0.211
209.25,-0.211
209.26,-0.211
209.28,-0.212
209.3,-0.213
209.31,-0.213
209.33,-0.214
209.35,-0.214
209.36,-0.214
209.38,-0.215
209.4,-0.215
209.41,-0.216
209.43,-0.216
209.45,-0.217
209.46,-0.217
209.48,-0.218
209.5,-0.218
209.51,-0.219
209.53,-0.219
209.55,-0.22
209.56,-0.22
209.58,-0.22
209.59,-0.221
209.61,-0.221
209.63,-0.222
209.64,-0.222
209.66,-0.222
209.68,-0.223
209.69,-0.223
209.71,-0.224
209.73,-0.224
209.74,-0.224
209.76,-0.225
209.78,-0.225
209.79,-0.226
209.81,-0.226
209.83,-0.227
209.84,-0.227
209.86,-0.228
209.88,-0.228
209.89,-0.229
209.91,-0.229
209.92,-0.229
209.94,-0.23
209.96,-0.23
209.97,-0.23
209.99,-0.231
210.01,-0.231
210.02,-0.232
210.04,-0.232
210.06,-0.232
210.07,-0.233
210.09,-0.233
210.11,-0.234
210.12,-0.234
210.14,-0.235
210.16,-0.235
210.17,-0.236
210.19,-0.236
210.21,-0.236
210.22,-0.237
210.24,-0.237
210.26,-0.237
210.27,-0.238
210.29,-0.238
210.31,-0.238
210.32,-0.239
210.34,-0.239
210.36,-0.24
210.37,-0.24
210.39,-0.24
210.41,-0.241
210.42,-0.241
210.44,-0.241
210.46,-0.242
210.47,-0.242
210.49,-0.242
210.51,-0.243
210.52,-0.243
210.54,-0.244
210.55,-0.244
210.57,-0.244
210.59,-0.244
210.6,-0.245
210.62,-0.245
210.64,-0.246
210.65,-0.246
210.67,-0.246
210.69,-0.247
210.7,-0.247
210.72,-0.247
210.74,-0.247
210.75,-0.247
210.77,-0.248
210.79,-0.248
210.8,-0.249
210.82,-0.249
210.84,-0.25
210.85,-0.25
210.87,-0.25
210.89,-0.251
210.9,-0.251
210.92,-0.251
210.94,-0.252
210.95,-0.252
210.97,-0.252
210.99,-0.252
211.0,-0.252
211.02,-0.253
211.04,-0.253
211.05,-0.253
211.07,-0.253
211.08,-0.254
211.1,-0.254
211.12,-0.254
211.14,-0.255
211.15,-0.255
211.17,-0.255
211.19,-0.256
211.2,-0.256
211.22,-0.256
211.23,-0.257
211.25,-0.257
211.27,-0.257
211.28,-0.257
211.3,-0.258
211.32,-0.258
211.33,-0.258
211.35,-0.259
211.37,-0.259
211.38,-0.259
211.4,-0.259
211.42,-0.26
211.43,-0.26
211.45,-0.26
211.47,-0.26
211.48,-0.261
211.5,-0.261
211.52,-0.261
211.53,-0.261
211.55,-0.261
211.57,-0.262
211.58,-0.262
211.6,-0.262
211.62,-0.262
211.63,-0.263
211.65,-0.263
211.67,-0.263
211.68,-0.263
211.7,-0.263
211.72,-0.264
211.73,-0.264
211.75,-0.264
211.77,-0.264
211.78,-0.264
211.8,-0.265
211.82,-0.265
211.83,-0.265
211.85,-0.265
211.86,-0.265
211.88,-0.266
211.9,-0.266
211.92,-0.266
211.93,-0.266
211.95,-0.266
211.96,-0.267
211.98,-0.267
212.0,-0.267
212.01,-0.267
212.03,-0.267
212.05,-0.268
212.06,-0.268
212.08,-0.268
212.1,-0.268
212.11,-0.268
212.13,-0.269
212.15,-0.269
212.16,-0.269
212.18,-0.269
212.2,-0.269
212.21,-0.269
212.23,-0.27
212.25,-0.27
212.26,-0.27
212.28,-0.27
212.3,-0.27
212.31,-0.27
212.33,-0.271
212.35,-0.271
212.36,-0.271
212.38,-0.271
212.4,-0.271
212.41,-0.272
212.43,-0.272
212.45,-0.272
212.46,-0.272
212.48,-0.272
212.5,-0.272
212.51,-0.272
212.53,-0.272
212.54,-0.273
212.56,-0.273
212.58,-0.273
212.6,-0.273
212.61,-0.273
212.63,-0.273
212.65,-0.273
212.66,-0.273
212.68,-0.274
212.7,-0.274
212.71,-0.274
212.73,-0.274
212.75,-0.274
212.76,-0.274
212.78,-0.274
212.8,-0.275
212.81,-0.275
212.83,-0.275
212.85,-0.275
212.86,-0.275
212.88,-0.275
212.9,-0.276
212.91,-0.276
212.93,-0.276
212.94,-0.276
212.96,-0.276
212.98,-0.276
212.99,-0.276
213.01,-0.276
213.03,-0.276
213.04,-0.276
213.06,-0.277
213.08,-0.277
213.09,-0.277
213.11,-0.277
213.13,-0.277
213.14,-0.277
213.16,-0.277
213.18,-0.277
213.2,-0.277
213.21,-0.278
213.23,-0.278
213.24,-0.278
213.26,-0.278
213.28,-0.278
213.29,-0.278
213.31,-0.278
213.33,-0.278
213.34,-0.278
213.36,-0.278
213.38,-0.278
213.39,-0.278
213.41,-0.278
213.43,-0.279
213.44,-0.279
213.46,-0.279
213.48,-0.279
213.49,-0.279
213.51,-0.279
213.53,-0.279
213.54,-0.279
213.56,-0.279
213.58,-0.279
213.59,-0.28
213.61,-0.28
213.63,-0.28
213.64,-0.28
213.66,-0.28
213.68,-0.28
213.69,-0.28
213.71,-0.28
213.73,-0.28
213.74,-0.28
213.76,-0.28
213.78,-0.28
213.79,-0.281
213.81,-0.281
213.83,-0.281
213.84,-0.281
213.86,-0.281
213.88,-0.281
213.89,-0.281
213.91,-0.281
213.93,-0.281
213.94,-0.281
213.96,-0.281
213.98,-0.281
213.99,-0.281
214.01,-0.281
214.03,-0.281
214.04,-0.281
214.06,-0.282
214.08,-0.282
214.09,-0.282
214.11,-0.282
214.13,-0.282
214.14,-0.282
214.16,-0.282
214.18,-0.282
214.19,-0.282
214.21,-0.282
214.23,-0.282
214.24,-0.282
214.26,-0.282
214.28,-0.282
214.29,-0.282
214.31,-0.282
214.33,-0.282
214.34,-0.282
214.36,-0.282
214.38,-0.282
214.39,-0.282
214.41,-0.283
214.43,-0.283
214.44,-0.283
214.46,-0.283
214.48,-0.283
214.49,-0.283
214.51,-0.283
214.53,-0.283
214.54,-0.283
214.56,-0.283
214.58,-0.283
214.59,-0.283
214.61,-0.283
214.63,-0.283
214.64,-0.283
214.66,-0.283
214.68,-0.283
214.69,-0.283
214.71,-0.283
214.73,-0.283
214.74,-0.283
214.76,-0.283
214.78,-0.283
214.79,-0.283
214.81,-0.283
214.83,-0.283
214.84,-0.283
214.86,-0.283
214.88,-0.284
214.89,-0.284
214.91,-0.284
214.93,-0.284
214.94,-0.284
214.96,-0.284
214.98,-0.284
214.99,-0.284
215.01,-0.284
215.03,-0.284
215.04,-0.284
215.06,-0.284
215.08,-0.284
215.09,-0.284
215.11,-0.284
215.13,-0.284
215.14,-0.284
215.16,-0.284
215.18,-0.284
215.19,-0.284
215.21,-0.284
215.23,-0.284
215.24,-0.284
215.26,-0.284
215.28,-0.284
215.29,-0.284
215.31,-0.284
215.33,-0.284
215.34,-0.284
215.36,-0.284
215.38,-0.284
215.39,-0.284
215.41,-0.285
215.43,-0.285
215.44,-0.285
215.46,-0.285
215.48,-0.285
215.49,-0.285
215.51,-0.285
215.53,-0.285
215.54,-0.285
215.56,-0.285
215.58,-0.285
215.59,-0.285
215.61,-0.285
215.63,-0.285
215.64,-0.285
215.66,-0.285
215.68,-0.285
215.69,-0.285
215.71,-0.285
215.73,-0.285
215.74,-0.285
215.76,-0.285
215.78,-0.285
215.79,-0.285
215.81,-0.285
215.83,-0.285
215.84,-0.285
215.86,-0.285
215.88,-0.285
215.89,-0.285
215.91,-0.285
215.93,-0.286
215.94,-0.286
215.96,-0.286
215.98,-0.286
215.99,-0.286
216.01,-0.286
216.03,-0.286
216.04,-0.286
216.06,-0.286
216.08,-0.286
216.09,-0.286
216.11,-0.286
216.13,-0.286
216.14,-0.286
216.16,-0.286
216.18,-0.286
216.19,-0.286
216.21,-0.286
216.23,-0.286
216.24,-0.286
216.26,-0.286
216.28,-0.286
216.29,-0.286
216.31,-0.286
216.33,-0.286
216.34,-0.286
216.36,-0.286
216.38,-0.286
216.39,-0.286
216.41,-0.286
216.43,-0.286
216.44,-0.286
216.46,-0.287
216.48,-0.287
216.49,-0.287
216.51,-0.287
216.53,-0.287
216.54,-0.287
216.56,-0.287
216.58,-0.287
216.59,-0.287
216.61,-0.287
216.63,-0.287
216.64,-0.287
216.66,-0.287
216.68,-0.287
216.69,-0.287
216.71,-0.287
216.73,-0.287
216.74,-0.287
216.76,-0.287
216.78,-0.287
216.79,-0.287
216.81,-0.287
216.83,-0.287
216.84,-0.287
216.86,-0.287
216.88,-0.287
216.89,-0.287
216.91,-0.287
216.93,-0.287
216.94,-0.287
216.96,-0.287
216.98,-0.287
216.99,-0.287
217.01,-0.287
217.03,-0.287
217.04,-0.288
217.06,-0.288
217.08,-0.288
217.09,-0.288
217.11,-0.288
217.13,-0.288
217.14,-0.288
217.16,-0.288
217.18,-0.288
217.19,-0.288
217.21,-0.288
217.23,-0.288
217.24,-0.288
217.26,-0.288
217.28,-0.288
217.29,-0.288
217.31,-0.288
217.33,-0.288
217.34,-0.288
217.36,-0.288
217.38,-0.288
217.39,-0.288
217.41,-0.288
217.43,-0.288
217.44,-0.288
217.46,-0.288
217.48,-0.288
217.49,-0.288
217.51,-0.288
217.53,-0.288
217.54,-0.288
217.56,-0.288
217.58,-0.288
217.59,-0.288
217.61,-0.288
217.63,-0.288
217.64,-0.289
217.66,-0.289
217.68,-0.289
217.69,-0.289
217.71,-0.289
217.73,-0.289
217.74,-0.289
217.76,-0.289
217.78,-0.289
217.79,-0.289
217.81,-0.289
217.83,-0.289
217.84,-0.289
217.86,-0.289
217.88,-0.289
217.89,-0.289
217.91,-0.289
217.93,-0.289
217.94,-0.289
217.96,-0.289
217.98,-0.289
217.99,-0.289
218.01,-0.289
218.03,-0.289
218.04,-0.289
218.06,-0.289
218.08,-0.289
218.09,-0.289
218.11,-0.289
218.13,-0.289
218.14,-0.289
218.16,-0.289
218.18,-0.289
218.19,-0.289
218.21,-0.289
218.23,-0.289
218.24,-0.289
218.26,-0.289
218.28,-0.29
218.29,-0.29
218.31,-0.29
218.33,-0.29
218.34,-0.29
218.36,-0.29
218.38,-0.29
218.39,-0.29
218.41,-0.29
218.43,-0.29
218.44,-0.29
218.46,-0.29
218.48,-0.29
218.49,-0.29
218.51,-0.29
218.53,-0.29
218.54,-0.29
218.56,-0.29
218.58,-0.29
218.59,-0.29
218.61,-0.29
218.63,-0.29
218.64,-0.29
218.66,-0.29
218.68,-0.29
218.69,-0.29
218.71,-0.29
218.73,-0.29
218.74,-0.29
218.76,-0.29
218.78,-0.29
218.79,-0.29
218.81,-0.29
218.83,-0.29
218.84,-0.29
218.86,-0.29
218.88,-0.29
218.89,-0.29
218.91,-0.29
218.93,-0.29
218.94,-0.291
218.96,-0.291
218.98,-0.291
218.99,-0.291
219.01,-0.291
219.03,-0.291
219.04,-0.291
219.06,-0.291
219.08,-0.291
219.09,-0.291
219.11,-0.291
219.13,-0.291
219.14,-0.291
219.16,-0.291
219.18,-0.291
219.19,-0.291
219.21,-0.291
219.23,-0.291
219.24,-0.291
219.26,-0.291
219.28,-0.291
219.29,-0.291
219.31,-0.291
219.33,-0.291
219.34,-0.291
219.36,-0.291
219.38,-0.291
219.39,-0.291
219.41,-0.291
219.43,-0.291
219.44,-0.291
219.46,-0.291
219.48,-0.291
219.49,-0.291
219.51,-0.291
219.53,-0.291
219.54,-0.291
219.56,-0.291
219.58,-0.291
219.59,-0.291
219.61,-0.291
219.63,-0.291
219.64,-0.291
219.66,-0.291
219.68,-0.291
219.69,-0.291
219.71,-0.291
219.73,-0.292
219.74,-0.292
219.76,-0.292
219.78,-0.292
219.79,-0.292
219.81,-0.292
219.83,-0.292
219.84,-0.292
219.86,-0.292
219.88,-0.292
219.89,-0.292
219.91,-0.292
219.93,-0.292
219.94,-0.292
219.96,-0.292
219.98,-0.292
219.99,-0.292
220.01,-0.292
220.03,-0.292
220.04,-0.292
220.06,-0.292
220.08,-0.292
220.09,-0.292
220.11,-0.292
220.13,-0.292
220.14,-0.292
220.16,-0.292
220.18,-0.292
220.19,-0.292
220.21,-0.292
220.23,-0.292
220.24,-0.292
220.26,-0.292
220.28,-0.292
220.29,-0.292
220.31,-0.292
220.33,-0.292
220.34,-0.292
220.36,-0.292
220.38,-0.292
220.39,-0.292
220.41,-0.292
220.43,-0.292
220.44,-0.292
220.46,-0.292
220.48,-0.292
220.49,-0.292
220.51,-0.292
220.53,-0.292
220.54,-0.292
220.56,-0.292
220.58,-0.292
220.59,-0.292
220.61,-0.292
220.63,-0.292
220.64,-0.292
220.66,-0.292
220.68,-0.292
220.69,-0.293
220.71,-0.293
220.73,-0.293
220.74,-0.293
220.76,-0.293
220.78,-0.293
220.79,-0.293
220.81,-0.293
220.83,-0.293
220.84,-0.293
220.86,-0.293
220.88,-0.293
220.89,-0.293
220.91,-0.293
220.93,-0.293
220.94,-0.293
220.96,-0.293
220.98,-0.293
220.99,-0.293
221.01,-0.293
221.03,-0.293
221.04,-0.293
221.06,-0.293
221.08,-0.293
221.09,-0.293
221.11,-0.293
221.13,-0.293
221.14,-0.293
221.16,-0.293
221.18,-0.293
221.19,-0.293
221.21,-0.293
221.23,-0.293
221.24,-0.293
221.26,-0.293
221.28,-0.293
221.29,-0.293
221.31,-0.293
221.33,-0.293
221.34,-0.293
221.36,-0.293
221.38,-0.293
221.39,-0.293
221.41,-0.293
221.43,-0.293
221.44,-0.293
221.46,-0.293
221.48,-0.293
221.49,-0.293
221.51,-0.293
221.53,-0.293
221.54,-0.293
221.56,-0.293
221.58,-0.293
221.59,-0.293
221.61,-0.293
221.63,-0.293
221.64,-0.293
221.66,-0.293
221.68,-0.293
221.69,-0.293
221.71,-0.293
221.73,-0.293
221.74,-0.293
221.76,-0.294
221.78,-0.294
221.79,-0.294
221.81,-0.294
221.83,-0.294
221.84,-0.294
221.86,-0.294
221.88,-0.294
221.89,-0.294
221.91,-0.294
221.93,-0.294
221.94,-0.294
221.96,-0.294
221.98,-0.294
221.99,-0.294
222.01,-0.294
222.03,-0.294
222.04,-0.294
222.06,-0.294
222.08,-0.294
222.09,-0.294
222.11,-0.294
222.13,-0.294
222.14,-0.294
222.16,-0.294
222.18,-0.294
222.19,-0.294
222.21,-0.294
222.23,-0.294
222.24,-0.294
222.26,-0.294
222.28,-0.294
222.29,-0.294
222.31,-0.294
222.33,-0.294
222.34,-0.294
222.36,-0.294
222.38,-0.294
222.39,-0.294
222.41,-0.294
222.43,-0.294
222.44,-0.294
222.46,-0.294
222.48,-0.294
222.49,-0.294
222.51,-0.294
222.53,-0.294
222.54,-0.294
222.56,-0.294
222.58,-0.294
222.59,-0.294
222.61,-0.294
222.63,-0.294
222.64,-0.294
222.66,-0.294
222.68,-0.294
222.69,-0.294
222.71,-0.294
222.73,-0.294
222.74,-0.294
222.76,-0.294
222.78,-0.294
222.79,-0.294
222.81,-0.294
222.83,-0.294
222.84,-0.294
222.86,-0.294
222.88,-0.294
222.89,-0.295
222.91,-0.295
222.93,-0.295
222.94,-0.295
222.96,-0.295
222.98,-0.295
222.99,-0.295
223.01,-0.295
223.03,-0.295
223.04,-0.295
223.06,-0.295
223.08,-0.295
223.09,-0.295
223.11,-0.295
223.13,-0.295
223.14,-0.295
223.16,-0.295
223.18,-0.295
223.19,-0.295
223.21,-0.295
223.23,-0.295
223.24,-0.295
223.26,-0.295
223.28,-0.295
223.29,-0.295
223.31,-0.295
223.33,-0.295
223.34,-0.295
223.36,-0.295
223.38,-0.295
223.39,-0.295
223.41,-0.295
223.43,-0.295
223.44,-0.295
223.46,-0.295
223.48,-0.295
223.49,-0.295
223.51,-0.295
223.53,-0.295
223.54,-0.295
223.56,-0.295
223.58,-0.295
223.59,-0.295
223.61,-0.295
223.63,-0.295
223.64,-0.295
223.66,-0.295
223.68,-0.295
223.69,-0.295
223.71,-0.295
223.73,-0.295
223.74,-0.295
223.76,-0.295
223.78,-0.295
223.79,-0.295
223.81,-0.295
223.83,-0.295
223.84,-0.295
223.86,-0.295
223.88,-0.295
223.89,-0.295
223.91,-0.295
223.93,-0.295
223.94,-0.295
223.96,-0.295
223.98,-0.295
223.99,-0.295
224.01,-0.295
224.03,-0.295
224.04,-0.295
224.06,-0.295
224.08,-0.295
224.09,-0.295
224.11,-0.295
224.13,-0.296
224.14,-0.296
224.16,-0.296
224.18,-0.296
224.19,-0.296
224.21,-0.296
224.23,-0.296
224.24,-0.296
224.26,-0.296
224.28,-0.296
224.29,-0.296
224.31,-0.296
224.33,-0.296
224.34,-0.296
224.36,-0.296
224.38,-0.296
224.39,-0.296
224.41,-0.296
224.43,-0.296
224.44,-0.296
224.46,-0.296
224.48,-0.296
224.49,-0.296
224.51,-0.296
224.53,-0.296
224.54,-0.296
224.56,-0.296
224.58,-0.296
224.59,-0.296
224.61,-0.296
224.63,-0.296
224.64,-0.296
224.66,-0.296
224.68,-0.296
224.69,-0.296
224.71,-0.296
224.73,-0.296
224.74,-0.296
224.76,-0.296
224.78,-0.296
224.79,-0.296
224.81,-0.296
224.83,-0.296
224.84,-0.296
224.86,-0.296
224.88,-0.296
224.9,-0.296
224.91,-0.296
224.93,-0.296
224.94,-0.296
224.96,-0.296
224.98,-0.296
224.99,-0.296
225.01,-0.296
225.03,-0.296
225.04,-0.296
225.06,-0.296
225.08,-0.296
225.09,-0.296
225.11,-0.296
225.13,-0.296
225.14,-0.296
225.16,-0.296
225.18,-0.296
225.19,-0.296
225.21,-0.296
225.23,-0.296
225.24,-0.296
225.26,-0.296
225.28,-0.296
225.29,-0.296
225.31,-0.296
225.33,-0.296
225.34,-0.296
225.36,-0.296
225.38,-0.296
225.39,-0.296
225.41,-0.296
225.43,-0.296
225.44,-0.296
225.46,-0.296
225.48,-0.296
225.49,-0.297
225.51,-0.297
225.53,-0.297
225.54,-0.297
225.56,-0.297
225.58,-0.297
225.59,-0.297
225.61,-0.297
225.63,-0.297
225.64,-0.297
225.66,-0.297
225.68,-0.297
225.69,-0.297
225.71,-0.297
225.73,-0.297
225.74,-0.297
225.76,-0.297
225.78,-0.297
225.79,-0.297
225.81,-0.297
225.83,-0.297
225.84,-0.297
225.86,-0.297
225.88,-0.297
225.89,-0.297
225.91,-0.297
225.93,-0.297
225.94,-0.297
225.96,-0.297
225.98,-0.297
225.99,-0.297
226.01,-0.297
226.03,-0.297
226.04,-0.297
226.06,-0.297
226.08,-0.297
226.09,-0.297
226.11,-0.297
226.13,-0.297
226.14,-0.297
226.16,-0.297
226.18,-0.297
226.19,-0.297
226.21,-0.297
226.23,-0.297
226.24,-0.297
226.26,-0.297
226.28,-0.297
226.29,-0.297
226.31,-0.297
226.33,-0.297
226.34,-0.297
226.36,-0.297
226.38,-0.297
226.39,-0.297
226.41,-0.297
226.43,-0.297
226.44,-0.297
226.46,-0.297
226.48,-0.297
226.49,-0.297
226.51,-0.297
226.53,-0.297
226.54,-0.297
226.56,-0.297
226.58,-0.297
226.59,-0.297
226.61,-0.297
226.63,-0.297
226.64,-0.297
226.66,-0.297
226.68,-0.297
226.69,-0.297
226.71,-0.297
226.73,-0.297
226.74,-0.297
226.76,-0.297
226.78,-0.297
226.79,-0.297
226.81,-0.297
226.83,-0.297
226.84,-0.297
226.86,-0.297
226.88,-0.297
226.89,-0.297
226.91,-0.297
226.93,-0.297
226.95,-0.297
226.96,-0.297
226.98,-0.297
226.99,-0.297
227.01,-0.297
227.03,-0.297
227.04,-0.298
227.06,-0.298
227.08,-0.298
227.09,-0.298
227.11,-0.298
227.13,-0.298
227.14,-0.298
227.16,-0.298
227.18,-0.298
227.19,-0.298
227.21,-0.298
227.23,-0.298
227.24,-0.298
227.26,-0.298
227.28,-0.298
227.3,-0.298
227.31,-0.298
227.33,-0.298
227.35,-0.298
227.36,-0.298
227.38,-0.298
227.4,-0.298
227.41,-0.298
227.43,-0.298
227.44,-0.298
227.46,-0.298
227.48,-0.298
227.49,-0.298
227.51,-0.298
227.53,-0.298
227.55,-0.298
227.56,-0.298
227.58,-0.298
227.6,-0.298
227.61,-0.298
227.63,-0.298
227.64,-0.298
227.66,-0.298
227.68,-0.298
227.7,-0.298
227.71,-0.298
227.73,-0.298
227.75,-0.298
227.76,-0.298
227.78,-0.298
227.8,-0.298
227.81,-0.298
227.83,-0.298
227.85,-0.298
227.86,-0.298
227.88,-0.298
227.89,-0.298
227.91,-0.298
227.93,-0.298
227.94,-0.298
227.96,-0.298
227.98,-0.298
227.99,-0.298
228.01,-0.298
228.03,-0.298
228.04,-0.298
228.06,-0.298
228.08,-0.298
228.1,-0.298
228.11,-0.298
228.13,-0.298
228.15,-0.298
228.16,-0.298
228.18,-0.298
228.2,-0.298
228.21,-0.298
228.23,-0.298
228.24,-0.298
228.26,-0.298
228.28,-0.298
228.29,-0.298
228.31,-0.298
228.33,-0.298
228.35,-0.298
228.36,-0.298
228.38,-0.298
228.39,-0.298
228.41,-0.298
228.43,-0.298
228.44,-0.298
228.46,-0.298
228.48,-0.298
228.49,-0.298
228.51,-0.298
228.53,-0.298
228.54,-0.298
228.56,-0.299
228.58,-0.299
228.59,-0.299
228.61,-0.299
228.63,-0.299
228.65,-0.299
228.66,-0.299
228.68,-0.299
228.69,-0.299
228.71,-0.299
228.73,-0.299
228.75,-0.299
228.76,-0.299
228.78,-0.299
228.8,-0.299
228.81,-0.299
228.83,-0.299
228.84,-0.299
228.86,-0.299
228.88,-0.299
228.89,-0.299
228.91,-0.299
228.93,-0.299
228.95,-0.299
228.96,-0.299
228.98,-0.299
228.99,-0.299
229.01,-0.299
229.03,-0.299
229.04,-0.299
229.06,-0.299
229.08,-0.299
229.1,-0.299
229.11,-0.299
229.13,-0.299
229.15,-0.299
229.16,-0.299
229.18,-0.299
229.2,-0.299
229.21,-0.299
229.23,-0.299
229.24,-0.299
229.26,-0.299
229.28,-0.299
229.3,-0.299
229.31,-0.299
229.33,-0.299
229.35,-0.299
229.36,-0.299
229.38,-0.299
229.4,-0.299
229.41,-0.299
229.43,-0.299
229.45,-0.299
229.46,-0.299
229.48,-0.299
229.5,-0.299
229.51,-0.299
229.53,-0.299
229.55,-0.299
229.56,-0.299
229.58,-0.299
229.6,-0.299
229.61,-0.299
229.63,-0.299
229.65,-0.299
229.66,-0.299
229.68,-0.299
229.7,-0.299
229.71,-0.299
229.73,-0.299
229.75,-0.299
229.76,-0.299
229.78,-0.299
229.8,-0.299
229.81,-0.299
229.83,-0.299
229.85,-0.299
229.86,-0.299
229.88,-0.299
229.9,-0.299
229.91,-0.299
229.93,-0.299
229.95,-0.299
229.96,-0.299
229.98,-0.299
230.0,-0.299
230.01,-0.299
230.03,-0.299
230.05,-0.299
230.06,-0.299
230.08,-0.299
230.1,-0.299
230.11,-0.3
230.13,-0.3
230.15,-0.3
230.16,-0.3
230.18,-0.3
230.2,-0.3
230.21,-0.3
230.23,-0.3
230.25,-0.3
230.26,-0.3
230.28,-0.3
230.3,-0.3
230.31,-0.3
230.33,-0.3
230.35,-0.3
230.36,-0.3
230.38,-0.3
230.4,-0.3
230.41,-0.3
230.43,-0.3
230.45,-0.3
230.46,-0.3
230.48,-0.3
230.5,-0.3
230.51,-0.3
230.53,-0.3
230.55,-0.3
230.56,-0.3
230.58,-0.3
230.6,-0.3
230.61,-0.3
230.63,-0.3
230.65,-0.3
230.66,-0.3
230.68,-0.3
230.7,-0.3
230.71,-0.3
230.73,-0.3
230.75,-0.3
230.76,-0.3
230.78,-0.3
230.8,-0.3
230.81,-0.3
230.83,-0.3
230.85,-0.3
230.86,-0.3
230.88,-0.3
230.9,-0.3
230.91,-0.3
230.93,-0.3
230.95,-0.3
230.96,-0.3
230.98,-0.3
231.0,-0.3
231.01,-0.3
231.03,-0.3
231.05,-0.3
231.06,-0.3
231.08,-0.3
231.1,-0.3
231.11,-0.3
231.13,-0.3
231.15,-0.3
231.16,-0.3
231.18,-0.3
231.2,-0.3
231.21,-0.3
231.23,-0.3
231.25,-0.3
231.26,-0.3
231.28,-0.3
231.3,-0.3
231.31,-0.3
231.33,-0.3
231.35,-0.3
231.36,-0.3
231.38,-0.3
231.4,-0.3
231.41,-0.3
231.43,-0.3
231.45,-0.3
231.46,-0.3
231.48,-0.3
231.5,-0.3
231.51,-0.3
231.53,-0.3
231.55,-0.3
231.56,-0.3
231.58,-0.3
231.6,-0.3
231.61,-0.3
231.63,-0.3
231.65,-0.3
231.66,-0.3
231.68,-0.3
231.7,-0.3
231.71,-0.3
231.73,-0.3
231.75,-0.3
231.76,-0.3
231.78,-0.3
231.8,-0.3
231.81,-0.3
231.83,-0.3
231.85,-0.3
231.86,-0.3
231.88,-0.3
231.9,-0.3
231.91,-0.3
231.93,-0.3
231.95,-0.3
231.96,-0.3
231.98,-0.3
232.0,-0.301
232.01,-0.301
232.03,-0.301
232.05,-0.301
232.06,-0.301
232.08,-0.301
232.1,-0.301
232.11,-0.301
232.13,-0.301
232.15,-0.301
232.16,-0.301
232.18,-0.301
232.2,-0.301
232.21,-0.301
232.23,-0.301
232.25,-0.301
232.26,-0.301
232.28,-0.301
232.3,-0.301
232.31,-0.301
232.33,-0.301
232.35,-0.301
232.36,-0.301
232.38,-0.301
232.4,-0.301
232.41,-0.301
232.43,-0.301
232.45,-0.301
232.46,-0.301
232.48,-0.301
232.5,-0.301
232.51,-0.301
232.53,-0.301
232.55,-0.301
232.56,-0.301
232.58,-0.301
232.6,-0.301
232.61,-0.301
232.63,-0.301
232.65,-0.301
232.66,-0.301
232.68,-0.301
232.7,-0.301
232.71,-0.301
232.73,-0.301
232.75,-0.301
232.76,-0.301
232.78,-0.301
232.8,-0.301
232.81,-0.301
232.83,-0.301
232.85,-0.301
232.86,-0.301
232.88,-0.301
232.9,-0.301
232.91,-0.301
232.93,-0.301
232.95,-0.301
232.96,-0.301
232.98,-0.301
233.0,-0.301
233.01,-0.301
233.03,-0.301
233.05,-0.301
233.06,-0.301
233.08,-0.301
233.1,-0.301
233.11,-0.301
233.13,-0.301
233.15,-0.301
233.16,-0.301
233.18,-0.301
233.2,-0.301
233.21,-0.301
233.23,-0.301
233.25,-0.301
233.26,-0.301
233.28,-0.301
233.3,-0.301
233.31,-0.301
233.33,-0.301
233.35,-0.301
233.36,-0.301
233.38,-0.301
233.4,-0.301
233.41,-0.301
233.43,-0.301
233.45,-0.301
233.46,-0.301
233.48,-0.301
233.5,-0.301
233.51,-0.301
233.53,-0.301
233.55,-0.301
233.56,-0.301
233.58,-0.301
233.6,-0.301
233.61,-0.301
233.63,-0.301
233.65,-0.301
233.66,-0.301
233.68,-0.301
233.7,-0.301
233.71,-0.301
233.73,-0.301
233.75,-0.301
233.76,-0.301
233.78,-0.301
233.8,-0.301
233.81,-0.301
233.83,-0.301
