Temperature (°C),Heat flow (W/g)
233.85,-0.301
233.86,-0.301
233.88,-0.301
233.9,-0.301
233.91,-0.301
233.93,-0.302
233.95,-0.302
233.96,-0.302
233.98,-0.302
234.0,-0.302
234.01,-0.302
234.03,-0.302
234.05,-0.302
234.06,-0.302
234.08,-0.302
234.1,-0.302
234.11,-0.302
234.13,-0.302
234.15,-0.302
234.16,-0.302
234.18,-0.302
234.2,-0.302
234.21,-0.302
234.23,-0.302
234.25,-0.302
234.26,-0.302
234.28,-0.302
234.3,-0.302
234.31,-0.302
234.33,-0.302
234.35,-0.302
234.36,-0.302
234.38,-0.302
234.4,-0.302
234.41,-0.302
234.43,-0.302
234.45,-0.302
234.47,-0.302
234.48,-0.302
234.5,-0.302
234.52,-0.302
234.53,-0.302
234.55,-0.302
234.56,-0.302
234.58,-0.302
234.6,-0.302
234.61,-0.302
234.63,-0.302
234.65,-0.302
234.66,-0.302
234.68,-0.302
234.7,-0.302
234.71,-0.302
234.73,-0.302
234.75,-0.302
234.77,-0.302
234.78,-0.302
234.8,-0.302
234.81,-0.302
234.83,-0.302
234.85,-0.302
234.86,-0.302
234.88,-0.302
234.9,-0.302
234.91,-0.302
234.93,-0.302
234.95,-0.302
234.97,-0.302
234.98,-0.302
235.0,-0.302
235.02,-0.302
235.03,-0.302
235.05,-0.302
235.07,-0.302
235.08,-0.302
235.1,-0.302
235.11,-0.302
235.13,-0.302
235.15,-0.302
235.16,-0.302
235.18,-0.302
235.2,-0.302
235.21,-0.302
235.23,-0.302
235.25,-0.302
235.26,-0.302
235.28,-0.302
235.3,-0.302
235.31,-0.302
235.33,-0.302
235.35,-0.302
235.37,-0.302
235.38,-0.302
235.4,-0.302
235.42,-0.302
235.43,-0.302
235.45,-0.302
235.46,-0.302
235.48,-0.302
235.5,-0.302
235.51,-0.302
235.53,-0.302
235.55,-0.302
235.57,-0.302
235.58,-0.302
235.6,-0.302
235.62,-0.302
235.63,-0.302
235.65,-0.303
235.67,-0.303
235.68,-0.303
235.7,-0.303
235.72,-0.303
235.73,-0.303
235.75,-0.303
235.77,-0.303
235.78,-0.303
235.8,-0.303
235.82,-0.303
235.83,-0.303
235.85,-0.303
235.86,-0.303
235.88,-0.303
235.9,-0.303
235.91,-0.303
235.93,-0.303
235.95,-0.303
235.97,-0.303
235.98,-0.303
236.0,-0.303
236.02,-0.303
236.03,-0.303
236.05,-0.303
236.07,-0.303
236.08,-0.303
236.1,-0.303
236.12,-0.303
236.13,-0.303
236.15,-0.303
236.16,-0.303
236.18,-0.303
236.2,-0.303
236.22,-0.303
236.23,-0.303
236.25,-0.303
236.27,-0.303
236.28,-0.303
236.3,-0.303
236.31,-0.303
236.33,-0.303
236.35,-0.303
236.36,-0.303
236.38,-0.303
236.4,-0.303
236.42,-0.303
236.43,-0.303
236.45,-0.303
236.46,-0.303
236.48,-0.303
236.5,-0.303
236.52,-0.303
236.53,-0.303
236.55,-0.303
236.57,-0.303
236.58,-0.303
236.6,-0.303
236.61,-0.303
236.63,-0.303
236.65,-0.303
236.66,-0.303
236.68,-0.303
236.7,-0.303
236.71,-0.303
236.73,-0.303
236.75,-0.303
236.76,-0.303
236.78,-0.303
236.8,-0.303
236.81,-0.303
236.83,-0.303
236.85,-0.303
236.87,-0.303
236.88,-0.303
236.9,-0.303
236.91,-0.303
236.93,-0.303
236.95,-0.303
236.96,-0.303
236.98,-0.303
237.0,-0.303
237.02,-0.303
237.03,-0.303
237.05,-0.303
237.06,-0.303
237.08,-0.303
237.1,-0.303
237.12,-0.303
237.13,-0.303
237.15,-0.303
237.16,-0.303
237.18,-0.303
237.2,-0.303
237.22,-0.303
237.23,-0.303
237.25,-0.303
237.27,-0.303
237.28,-0.303
237.3,-0.303
237.32,-0.303
237.33,-0.303
237.35,-0.303
237.37,-0.303
237.38,-0.303
237.4,-0.303
237.42,-0.303
237.43,-0.303
237.45,-0.303
237.47,-0.303
237.48,-0.303
237.5,-0.303
237.52,-0.303
237.53,-0.303
237.55,-0.303
237.57,-0.303
237.58,-0.303
237.6,-0.303
237.62,-0.304
237.63,-0.304
237.65,-0.304
237.67,-0.304
237.68,-0.304
237.7,-0.304
237.72,-0.304
237.73,-0.304
237.75,-0.304
237.77,-0.304
237.78,-0.304
237.8,-0.304
237.82,-0.304
237.83,-0.304
237.85,-0.304
237.87,-0.304
237.88,-0.304
237.9,-0.304
237.92,-0.304
237.93,-0.304
237.95,-0.304
237.97,-0.304
237.98,-0.304
238.0,-0.304
238.02,-0.304
238.03,-0.304
238.05,-0.304
238.07,-0.304
238.08,-0.304
238.1,-0.304
238.12,-0.304
238.13,-0.304
238.15,-0.304
238.17,-0.304
238.18,-0.304
238.2,-0.304
238.22,-0.304
238.23,-0.304
238.25,-0.304
238.27,-0.304
238.28,-0.304
238.3,-0.304
238.32,-0.304
238.33,-0.304
238.35,-0.304
238.37,-0.304
238.38,-0.304
238.4,-0.304
238.42,-0.304
238.43,-0.304
238.45,-0.304
238.47,-0.304
238.48,-0.304
238.5,-0.304
238.52,-0.304
238.53,-0.304
238.55,-0.304
238.57,-0.304
238.58,-0.304
238.6,-0.304
238.62,-0.304
238.63,-0.304
238.65,-0.304
238.67,-0.304
238.68,-0.304
238.7,-0.304
238.72,-0.304
238.73,-0.304
238.75,-0.304
238.77,-0.304
238.78,-0.304
238.8,-0.304
238.82,-0.304
238.83,-0.304
238.85,-0.304
238.87,-0.304
238.88,-0.304
238.9,-0.304
238.92,-0.304
238.93,-0.304
238.95,-0.304
238.97,-0.304
238.98,-0.304
239.0,-0.304
239.02,-0.304
239.03,-0.304
239.05,-0.304
239.07,-0.304
239.08,-0.304
239.1,-0.304
239.12,-0.304
239.13,-0.304
239.15,-0.304
239.17,-0.304
239.18,-0.304
239.2,-0.304
239.22,-0.304
239.23,-0.304
239.25,-0.304
239.27,-0.304
239.28,-0.304
239.3,-0.304
239.32,-0.304
239.33,-0.304
239.35,-0.304
239.37,-0.304
239.38,-0.304
239.4,-0.304
239.42,-0.304
239.43,-0.304
239.45,-0.304
239.47,-0.304
239.48,-0.304
239.5,-0.304
239.52,-0.304
239.53,-0.305
239.55,-0.305
239.57,-0.305
239.58,-0.305
239.6,-0.305
239.62,-0.305
239.63,-0.305
239.65,-0.305
239.67,-0.305
239.68,-0.305
239.7,-0.305
239.72,-0.305
239.73,-0.305
239.75,-0.305
239.77,-0.305
239.78,-0.305
239.8,-0.305
239.82,-0.305
239.83,-0.305
239.85,-0.305
239.87,-0.305
239.88,-0.305
239.9,-0.305
239.92,-0.305
239.93,-0.305
239.95,-0.305
239.97,-0.305
239.98,-0.305
240.0,-0.305
240.02,-0.305
240.03,-0.305
240.05,-0.305
240.07,-0.305
240.08,-0.305
240.1,-0.305
240.12,-0.305
240.13,-0.305
240.15,-0.305
240.17,-0.305
240.18,-0.305
240.2,-0.305
240.22,-0.305
240.23,-0.305
240.25,-0.305
240.27,-0.305
240.28,-0.305
240.3,-0.305
240.32,-0.305
240.33,-0.305
240.35,-0.305
240.37,-0.305
240.38,-0.305
240.4,-0.305
240.42,-0.305
240.43,-0.305
240.45,-0.305
240.47,-0.305
240.48,-0.305
240.5,-0.305
240.52,-0.305
240.53,-0.305
240.55,-0.305
240.57,-0.305
240.58,-0.305
240.6,-0.305
240.62,-0.305
240.63,-0.305
240.65,-0.305
240.67,-0.305
240.68,-0.305
240.7,-0.305
240.72,-0.305
240.73,-0.305
240.75,-0.305
240.77,-0.305
240.78,-0.305
240.8,-0.305
240.82,-0.305
240.83,-0.305
240.85,-0.305
240.87,-0.305
240.88,-0.305
240.9,-0.305
240.92,-0.305
240.93,-0.305
240.95,-0.305
240.97,-0.305
240.98,-0.305
241.0,-0.305
241.02,-0.305
241.03,-0.305
241.05,-0.305
241.07,-0.305
241.08,-0.305
241.1,-0.305
241.12,-0.305
241.13,-0.305
241.15,-0.305
241.17,-0.305
241.18,-0.305
241.2,-0.305
241.22,-0.305
241.23,-0.305
241.25,-0.305
241.27,-0.305
241.28,-0.305
241.3,-0.305
241.32,-0.305
241.33,-0.305
241.35,-0.305
241.37,-0.305
241.38,-0.305
241.4,-0.305
241.42,-0.305
241.43,-0.305
241.45,-0.305
241.47,-0.305
241.48,-0.305
241.5,-0.305
241.52,-0.305
241.53,-0.305
241.55,-0.305
241.57,-0.305
241.58,-0.305
241.6,-0.305
241.62,-0.305
241.63,-0.305
241.65,-0.305
241.67,-0.306
241.68,-0.306
241.7,-0.306
241.72,-0.306
241.73,-0.306
241.75,-0.306
241.77,-0.306
241.79,-0.306
241.8,-0.306
241.82,-0.306
241.84,-0.306
241.85,-0.306
241.87,-0.306
241.88,-0.306
241.9,-0.306
241.92,-0.306
241.93,-0.306
241.95,-0.306
241.97,-0.306
241.99,-0.306
242.0,-0.306
242.02,-0.306
242.04,-0.306
242.05,-0.306
242.07,-0.306
242.08,-0.306
242.1,-0.306
242.12,-0.306
242.14,-0.306
242.15,-0.306
242.17,-0.306
242.19,-0.306
242.2,-0.306
242.22,-0.306
242.23,-0.306
242.25,-0.306
242.27,-0.306
242.29,-0.306
242.3,-0.306
242.32,-0.306
242.33,-0.306
242.35,-0.306
242.37,-0.306
242.39,-0.306
242.4,-0.306
242.42,-0.306
242.43,-0.306
242.45,-0.306
242.47,-0.306
242.48,-0.306
242.5,-0.306
242.52,-0.306
242.53,-0.306
242.55,-0.306
242.57,-0.306
242.58,-0.306
242.6,-0.306
242.62,-0.306
242.63,-0.306
242.65,-0.306
242.67,-0.306
242.68,-0.306
242.7,-0.306
242.72,-0.306
242.74,-0.306
242.75,-0.306
242.77,-0.306
242.78,-0.306
242.8,-0.306
242.82,-0.306
242.83,-0.306
242.85,-0.306
242.87,-0.306
242.88,-0.306
242.9,-0.306
242.92,-0.306
242.93,-0.306
242.95,-0.306
242.97,-0.306
242.98,-0.306
243.0,-0.306
243.02,-0.306
243.03,-0.306
243.05,-0.306
243.07,-0.306
243.08,-0.306
243.1,-0.306
243.12,-0.306
243.14,-0.306
243.15,-0.306
243.17,-0.306
243.18,-0.306
243.2,-0.306
243.22,-0.306
243.23,-0.306
243.25,-0.306
243.27,-0.306
243.28,-0.306
243.3,-0.306
243.32,-0.306
243.33,-0.306
243.35,-0.306
243.37,-0.306
243.38,-0.306
243.4,-0.306
243.42,-0.306
243.43,-0.306
243.45,-0.306
243.47,-0.306
243.48,-0.306
243.5,-0.306
243.52,-0.306
243.53,-0.306
243.55,-0.306
243.57,-0.306
243.58,-0.306
243.6,-0.306
243.62,-0.306
243.63,-0.306
243.65,-0.306
243.67,-0.306
243.68,-0.306
243.7,-0.306
243.72,-0.306
243.73,-0.306
243.75,-0.306
243.77,-0.306
243.78,-0.306
243.8,-0.306
243.82,-0.306
243.83,-0.306
243.85,-0.306
243.87,-0.307
243.88,-0.307
243.9,-0.307
243.92,-0.307
243.93,-0.307
243.95,-0.307
243.97,-0.307
243.98,-0.307
244.0,-0.307
244.02,-0.307
244.03,-0.307
244.05,-0.307
244.07,-0.307
244.08,-0.307
244.1,-0.307
244.12,-0.307
244.13,-0.307
244.15,-0.307
244.17,-0.307
244.19,-0.307
244.2,-0.307
244.22,-0.307
244.24,-0.307
244.25,-0.307
244.27,-0.307
244.29,-0.307
244.3,-0.307
244.32,-0.307
244.33,-0.307
244.35,-0.307
244.37,-0.307
244.38,-0.307
244.4,-0.307
244.42,-0.307
244.43,-0.307
244.45,-0.307
244.47,-0.307
244.49,-0.307
244.5,-0.307
244.52,-0.307
244.53,-0.307
244.55,-0.307
244.57,-0.307
244.58,-0.307
244.6,-0.307
244.62,-0.307
244.63,-0.307
244.65,-0.307
244.67,-0.307
244.68,-0.307
244.7,-0.307
244.72,-0.307
244.74,-0.307
244.75,-0.307
244.77,-0.307
244.78,-0.307
244.8,-0.307
244.82,-0.307
244.84,-0.307
244.85,-0.307
244.87,-0.307
244.88,-0.307
244.9,-0.307
244.92,-0.307
244.93,-0.307
244.95,-0.307
244.97,-0.307
244.98,-0.307
245.0,-0.307
245.02,-0.307
245.03,-0.307
245.05,-0.307
245.07,-0.307
245.08,-0.307
245.1,-0.307
245.12,-0.307
245.13,-0.307
245.15,-0.307
245.17,-0.307
245.19,-0.307
245.2,-0.307
245.22,-0.307
245.23,-0.307
245.25,-0.307
245.27,-0.307
245.28,-0.307
245.3,-0.307
245.32,-0.307
245.34,-0.307
245.35,-0.307
245.37,-0.307
245.38,-0.307
245.4,-0.307
245.42,-0.307
245.44,-0.307
245.45,-0.307
245.47,-0.307
245.48,-0.307
245.5,-0.307
245.52,-0.307
245.53,-0.307
245.55,-0.307
245.57,-0.307
245.59,-0.307
245.6,-0.307
245.62,-0.307
245.64,-0.307
245.65,-0.307
245.67,-0.307
245.68,-0.307
245.7,-0.307
245.72,-0.307
245.74,-0.307
245.75,-0.307
245.77,-0.307
245.79,-0.307
245.8,-0.307
245.82,-0.308
245.83,-0.308
245.85,-0.308
245.87,-0.308
245.89,-0.308
245.9,-0.308
245.92,-0.308
245.93,-0.308
245.95,-0.308
245.97,-0.308
245.99,-0.308
246.0,-0.308
246.02,-0.308
246.04,-0.308
246.05,-0.308
246.07,-0.308
246.09,-0.308
246.1,-0.308
246.12,-0.308
246.14,-0.308
246.15,-0.308
246.17,-0.308
246.19,-0.308
246.2,-0.308
246.22,-0.308
246.24,-0.308
246.25,-0.308
246.27,-0.308
246.29,-0.308
246.3,-0.308
246.32,-0.308
246.34,-0.308
246.35,-0.308
246.37,-0.308
246.39,-0.308
246.4,-0.308
246.42,-0.308
246.44,-0.308
246.45,-0.308
246.47,-0.308
246.49,-0.308
246.5,-0.308
246.52,-0.308
246.54,-0.308
246.55,-0.308
246.57,-0.308
246.59,-0.308
246.6,-0.308
246.62,-0.308
246.64,-0.308
246.65,-0.308
246.67,-0.308
246.69,-0.308
246.7,-0.308
246.72,-0.308
246.74,-0.308
246.75,-0.308
246.77,-0.308
246.79,-0.308
246.8,-0.308
246.82,-0.308
246.84,-0.308
246.85,-0.308
246.87,-0.308
246.89,-0.308
246.9,-0.308
246.92,-0.308
246.94,-0.308
246.95,-0.308
246.97,-0.308
246.99,-0.308
247.0,-0.308
247.02,-0.308
247.04,-0.308
247.05,-0.308
247.07,-0.308
247.09,-0.308
247.1,-0.308
247.12,-0.308
247.14,-0.308
247.15,-0.308
247.17,-0.308
247.19,-0.308
247.2,-0.308
247.22,-0.308
247.24,-0.308
247.25,-0.308
247.27,-0.308
247.29,-0.308
247.3,-0.308
247.32,-0.308
247.34,-0.308
247.35,-0.308
247.37,-0.308
247.39,-0.308
247.4,-0.308
247.42,-0.308
247.44,-0.308
247.45,-0.308
247.47,-0.308
247.49,-0.308
247.5,-0.308
247.52,-0.308
247.54,-0.308
247.55,-0.308
247.57,-0.308
247.59,-0.308
247.6,-0.308
247.62,-0.308
247.64,-0.308
247.65,-0.308
247.67,-0.308
247.69,-0.308
247.7,-0.308
247.72,-0.308
247.74,-0.309
247.75,-0.309
247.77,-0.309
247.79,-0.309
247.8,-0.309
247.82,-0.309
247.84,-0.309
247.85,-0.309
247.87,-0.309
247.89,-0.309
247.9,-0.309
247.92,-0.309
247.94,-0.309
247.95,-0.309
247.97,-0.309
247.99,-0.309
248.0,-0.309
248.02,-0.309
248.04,-0.309
248.05,-0.309
248.07,-0.309
248.09,-0.309
248.1,-0.309
248.12,-0.309
248.14,-0.309
248.15,-0.309
248.17,-0.309
248.19,-0.309
248.2,-0.309
248.22,-0.309
248.24,-0.309
248.25,-0.309
248.27,-0.309
248.29,-0.309
248.3,-0.309
248.32,-0.309
248.34,-0.309
248.35,-0.309
248.37,-0.309
248.39,-0.309
248.4,-0.309
248.42,-0.309
248.44,-0.309
248.45,-0.309
248.47,-0.309
248.49,-0.309
248.5,-0.309
248.52,-0.309
248.54,-0.309
248.55,-0.309
248.57,-0.309
248.59,-0.309
248.6,-0.309
248.62,-0.309
248.64,-0.309
248.65,-0.309
248.67,-0.309
248.69,-0.309
248.7,-0.309
248.72,-0.309
248.74,-0.309
248.75,-0.309
248.77,-0.309
248.79,-0.309
248.8,-0.309
248.82,-0.309
248.84,-0.309
248.85,-0.309
248.87,-0.309
248.89,-0.309
248.9,-0.309
248.92,-0.309
248.94,-0.309
248.95,-0.309
248.97,-0.309
248.99,-0.309
249.0,-0.309
249.02,-0.309
249.04,-0.309
249.05,-0.309
249.07,-0.309
249.09,-0.309
249.1,-0.309
249.12,-0.309
249.14,-0.309
249.15,-0.309
249.17,-0.309
249.19,-0.309
249.2,-0.309
249.22,-0.309
249.24,-0.309
249.25,-0.309
249.27,-0.309
249.29,-0.309
249.3,-0.309
249.32,-0.309
249.34,-0.309
249.35,-0.309
249.37,-0.309
249.39,-0.309
249.4,-0.309
249.42,-0.309
249.44,-0.309
249.45,-0.309
249.47,-0.309
249.49,-0.309
249.5,-0.309
249.52,-0.309
249.54,-0.309
249.55,-0.309
249.57,-0.309
249.59,-0.309
249.6,-0.309
249.62,-0.309
249.64,-0.309
249.65,-0.309
249.67,-0.309
249.69,-0.309
249.7,-0.309
249.72,-0.309
249.74,-0.309
249.75,-0.309
249.77,-0.309
249.79,-0.309
249.8,-0.309
249.82,-0.309
249.84,-0.309
249.85,-0.309
249.87,-0.309
249.89,-0.309
249.9,-0.309
249.92,-0.309
249.94,-0.309
249.95,-0.309
249.97,-0.309
249.99,-0.309
250.0,-0.31
250.02,-0.31
250.04,-0.31
250.05,-0.31
250.07,-0.31
250.09,-0.31
250.1,-0.31
250.12,-0.31
250.14,-0.31
250.15,-0.31
250.17,-0.31
250.19,-0.31
250.2,-0.31
250.22,-0.31
250.24,-0.31
250.25,-0.31
250.27,-0.31
250.29,-0.31
250.31,-0.31
250.32,-0.31
250.34,-0.31
250.36,-0.31
250.37,-0.31
250.39,-0.31
250.4,-0.31
250.42,-0.31
250.44,-0.31
250.45,-0.31
250.47,-0.31
250.49,-0.31
250.5,-0.31
250.52,-0.31
250.54,-0.31
250.56,-0.31
250.57,-0.31
250.59,-0.31
250.6,-0.31
250.62,-0.31
250.64,-0.31
250.66,-0.31
250.67,-0.31
250.69,-0.31
250.71,-0.31
250.72,-0.31
250.74,-0.31
250.75,-0.31
250.77,-0.31
250.79,-0.31
250.8,-0.31
250.82,-0.31
250.84,-0.31
250.86,-0.31
250.87,-0.31
250.89,-0.31
250.91,-0.31
250.92,-0.31
250.94,-0.31
250.95,-0.31
250.97,-0.31
250.99,-0.31
251.0,-0.31
251.02,-0.31
251.04,-0.31
251.05,-0.31
251.07,-0.31
251.09,-0.31
251.1,-0.31
251.12,-0.31
251.14,-0.31
251.16,-0.31
251.17,-0.31
251.19,-0.31
251.2,-0.31
251.22,-0.31
251.24,-0.31
251.26,-0.31
251.27,-0.31
251.29,-0.31
251.3,-0.31
251.32,-0.31
251.34,-0.31
251.35,-0.31
251.37,-0.31
251.39,-0.31
251.4,-0.31
251.42,-0.31
251.44,-0.31
251.45,-0.31
251.47,-0.31
251.49,-0.31
251.5,-0.31
251.52,-0.31
251.54,-0.31
251.55,-0.31
251.57,-0.31
251.59,-0.31
251.6,-0.31
251.62,-0.31
251.64,-0.31
251.65,-0.31
251.67,-0.31
251.69,-0.31
251.7,-0.31
251.72,-0.31
251.74,-0.31
251.75,-0.31
251.77,-0.31
251.79,-0.31
251.8,-0.31
251.82,-0.31
251.84,-0.31
251.85,-0.31
251.87,-0.31
251.89,-0.31
251.9,-0.31
251.92,-0.31
251.94,-0.31
251.95,-0.31
251.97,-0.311
251.99,-0.311
252.0,-0.311
252.02,-0.311
252.04,-0.311
252.05,-0.311
252.07,-0.311
252.09,-0.311
252.1,-0.311
252.12,-0.311
252.14,-0.311
252.15,-0.311
252.17,-0.311
252.19,-0.311
252.2,-0.311
252.22,-0.311
252.24,-0.311
252.25,-0.311
252.27,-0.311
252.29,-0.311
252.3,-0.311
252.32,-0.311
252.34,-0.311
252.35,-0.311
252.37,-0.311
252.39,-0.311
252.4,-0.311
252.42,-0.311
252.44,-0.311
252.45,-0.311
252.47,-0.311
252.49,-0.311
252.51,-0.311
252.52,-0.311
252.54,-0.311
252.56,-0.311
252.57,-0.311
252.59,-0.311
252.61,-0.311
252.62,-0.311
252.64,-0.311
252.65,-0.311
252.67,-0.311
252.69,-0.311
252.7,-0.311
252.72,-0.311
252.74,-0.311
252.76,-0.311
252.77,-0.311
252.79,-0.311
252.81,-0.311
252.82,-0.311
252.84,-0.311
252.85,-0.311
252.87,-0.311
252.89,-0.311
252.9,-0.311
252.92,-0.311
252.94,-0.311
252.96,-0.311
252.97,-0.311
252.99,-0.311
253.0,-0.311
253.02,-0.311
253.04,-0.311
253.06,-0.311
253.07,-0.311
253.09,-0.311
253.1,-0.311
253.12,-0.311
253.14,-0.311
253.16,-0.311
253.17,-0.311
253.19,-0.311
253.2,-0.311
253.22,-0.311
253.24,-0.311
253.26,-0.311
253.27,-0.311
253.29,-0.311
253.31,-0.311
253.32,-0.311
253.34,-0.311
253.35,-0.311
253.37,-0.311
253.39,-0.311
253.4,-0.311
253.42,-0.311
253.44,-0.311
253.46,-0.311
253.47,-0.311
253.49,-0.311
253.5,-0.311
253.52,-0.311
253.54,-0.311
253.56,-0.311
253.57,-0.311
253.59,-0.311
253.61,-0.311
253.62,-0.311
253.64,-0.311
253.66,-0.311
253.67,-0.311
253.69,-0.311
253.71,-0.311
253.72,-0.311
253.74,-0.311
253.75,-0.311
253.77,-0.311
253.79,-0.311
253.8,-0.311
253.82,-0.311
253.84,-0.311
253.85,-0.311
253.87,-0.311
253.89,-0.311
253.91,-0.311
253.92,-0.311
253.94,-0.311
253.96,-0.311
253.97,-0.311
253.99,-0.312
254.0,-0.312
254.02,-0.312
254.04,-0.312
254.06,-0.312
254.07,-0.312
254.09,-0.312
254.1,-0.312
254.12,-0.312
254.14,-0.312
254.15,-0.312
254.17,-0.312
254.19,-0.312
254.21,-0.312
254.22,-0.312
254.24,-0.312
254.25,-0.312
254.27,-0.312
254.29,-0.312
254.3,-0.312
254.32,-0.312
254.34,-0.312
254.35,-0.312
254.37,-0.312
254.39,-0.312
254.41,-0.312
254.42,-0.312
254.44,-0.312
254.45,-0.312
254.47,-0.312
254.49,-0.312
254.51,-0.312
254.52,-0.312
254.54,-0.312
254.56,-0.312
254.57,-0.312
254.59,-0.312
254.61,-0.312
254.62,-0.312
254.64,-0.312
254.66,-0.312
254.67,-0.312
254.69,-0.312
254.71,-0.312
254.72,-0.312
254.74,-0.312
254.76,-0.312
254.77,-0.312
254.79,-0.312
254.81,-0.312
254.82,-0.312
254.84,-0.312
254.86,-0.312
254.87,-0.312
254.89,-0.312
254.91,-0.312
254.92,-0.312
254.94,-0.312
254.96,-0.312
254.97,-0.312
254.99,-0.312
255.01,-0.312
255.02,-0.312
255.04,-0.312
255.06,-0.312
255.07,-0.312
255.09,-0.312
255.11,-0.312
255.12,-0.312
255.14,-0.312
255.16,-0.312
255.17,-0.312
255.19,-0.312
255.21,-0.312
255.22,-0.312
255.24,-0.312
255.26,-0.312
255.27,-0.312
255.29,-0.312
255.31,-0.312
255.32,-0.312
255.34,-0.312
255.36,-0.312
255.37,-0.312
255.39,-0.312
255.41,-0.312
255.42,-0.312
255.44,-0.312
255.46,-0.312
255.47,-0.312
255.49,-0.312
255.51,-0.312
255.52,-0.312
255.54,-0.312
255.56,-0.312
255.57,-0.312
255.59,-0.312
255.61,-0.312
255.62,-0.312
255.64,-0.312
255.66,-0.312
255.67,-0.312
255.69,-0.312
255.71,-0.312
255.72,-0.312
255.74,-0.312
255.76,-0.312
255.77,-0.312
255.79,-0.312
255.81,-0.312
255.82,-0.312
255.84,-0.312
255.86,-0.312
255.87,-0.312
255.89,-0.312
255.91,-0.312
255.92,-0.312
255.94,-0.312
255.96,-0.312
255.97,-0.313
255.99,-0.313
256.01,-0.313
256.02,-0.313
256.04,-0.313
256.06,-0.313
256.07,-0.313
256.09,-0.313
256.11,-0.313
256.12,-0.313
256.14,-0.313
256.16,-0.313
256.17,-0.313
256.19,-0.313
256.21,-0.313
256.22,-0.313
256.24,-0.313
256.26,-0.313
256.27,-0.313
256.29,-0.313
256.31,-0.313
256.32,-0.313
256.34,-0.313
256.36,-0.313
256.37,-0.313
256.39,-0.313
256.41,-0.313
256.42,-0.313
256.44,-0.313
256.46,-0.313
256.47,-0.313
256.49,-0.313
256.51,-0.313
256.52,-0.313
256.54,-0.313
256.56,-0.313
256.57,-0.313
256.59,-0.313
256.61,-0.313
256.62,-0.313
256.64,-0.313
256.66,-0.313
256.67,-0.313
256.69,-0.313
256.71,-0.313
256.72,-0.313
256.74,-0.313
256.76,-0.313
256.77,-0.313
256.79,-0.313
256.81,-0.313
256.82,-0.313
256.84,-0.313
256.86,-0.313
256.87,-0.313
256.89,-0.313
256.91,-0.313
256.92,-0.313
256.94,-0.313
256.96,-0.313
256.97,-0.313
256.99,-0.313
257.01,-0.313
257.02,-0.313
257.04,-0.313
257.06,-0.313
257.07,-0.313
257.09,-0.313
257.11,-0.313
257.12,-0.313
257.14,-0.313
257.16,-0.313
257.17,-0.313
257.19,-0.313
257.21,-0.313
257.22,-0.313
257.24,-0.313
257.26,-0.313
257.27,-0.313
257.29,-0.313
257.31,-0.313
257.32,-0.313
257.34,-0.313
257.36,-0.313
257.37,-0.313
257.39,-0.313
257.41,-0.313
257.42,-0.313
257.44,-0.313
257.46,-0.313
257.47,-0.313
257.49,-0.313
257.51,-0.313
257.52,-0.313
257.54,-0.313
257.56,-0.313
257.57,-0.313
257.59,-0.313
257.61,-0.313
257.62,-0.313
257.64,-0.313
257.66,-0.313
257.67,-0.313
257.69,-0.313
257.71,-0.313
257.72,-0.313
257.74,-0.313
257.76,-0.313
257.77,-0.313
257.79,-0.313
257.81,-0.313
257.82,-0.313
257.84,-0.313
257.86,-0.313
257.87,-0.313
257.89,-0.313
257.91,-0.313
257.92,-0.313
257.94,-0.313
257.96,-0.313
257.97,-0.313
257.99,-0.313
258.01,-0.313
258.02,-0.313
258.04,-0.313
258.06,-0.313
258.07,-0.313
258.09,-0.313
258.11,-0.313
258.12,-0.314
258.14,-0.314
258.16,-0.314
258.17,-0.314
258.19,-0.314
258.21,-0.314
258.22,-0.314
258.24,-0.314
258.26,-0.314
258.27,-0.314
258.29,-0.314
258.31,-0.314
258.32,-0.314
258.34,-0.314
258.36,-0.314
258.37,-0.314
258.39,-0.314
258.41,-0.314
258.42,-0.314
258.44,-0.314
258.46,-0.314
258.47,-0.314
258.49,-0.314
258.51,-0.314
258.52,-0.314
258.54,-0.314
258.56,-0.314
258.57,-0.314
258.59,-0.314
258.61,-0.314
258.62,-0.314
258.64,-0.314
258.66,-0.314
258.67,-0.314
258.69,-0.314
258.71,-0.314
258.72,-0.314
258.74,-0.314
258.76,-0.314
258.77,-0.314
258.79,-0.314
258.81,-0.314
258.82,-0.314
258.84,-0.314
258.86,-0.314
258.87,-0.314
258.89,-0.314
258.91,-0.314
258.92,-0.314
258.94,-0.314
258.96,-0.314
258.97,-0.314
258.99,-0.314
259.01,-0.314
259.02,-0.314
259.04,-0.314
259.06,-0.314
259.07,-0.314
259.09,-0.314
259.11,-0.314
259.12,-0.314
259.14,-0.314
259.16,-0.314
259.17,-0.314
259.19,-0.314
259.21,-0.314
259.22,-0.314
259.24,-0.314
259.26,-0.314
259.27,-0.314
259.29,-0.314
259.31,-0.314
259.32,-0.314
259.34,-0.314
259.36,-0.314
259.37,-0.314
259.39,-0.314
259.41,-0.314
259.42,-0.314
259.44,-0.314
259.46,-0.314
259.48,-0.314
259.49,-0.314
259.51,-0.314
259.53,-0.314
259.54,-0.314
259.56,-0.314
259.58,-0.314
259.59,-0.314
259.61,-0.314
259.63,-0.314
259.64,-0.314
259.66,-0.314
259.68,-0.314
259.69,-0.314
259.71,-0.314
259.72,-0.314
